Country,ST,CD,NAICS4,Description,Direct Jobs 2018,Indirect Jobs 2018,Total Jobs 2018
Mexico,CA,16,3364,Aerospace Products & Parts ,0.174337593,0.07024394,0.244581533
Mexico,CA,16,3366,Ships & Boats ,2.297400634,1.926210012,4.223610646
Mexico,CA,16,3371,Household & Institutional Furniture ,1.659639554,1.70492237,3.364561923
Mexico,CA,16,3372,Office Furniture & Fixtures ,0.079318603,0.080521327,0.15983993
Mexico,CA,16,3379,Furniture Related Products ,0.662220431,0.876981343,1.539201774
Mexico,CA,16,3391,Medical Equipment & Supplies ,3.712565791,2.127199859,5.83976565
Mexico,CA,16,3399,Misc. Manufactured Commodities ,4.958046516,5.184179339,10.14222586
Mexico,CA,16,9100,Scrap Products ,0,0,0
Mexico,CA,17,1141,Marine Products ,0.612588629,0.324763701,0.93735233
Mexico,CA,17,2123,Nonmetallic Minerals ,0.61446402,0.574577759,1.18904178
Mexico,CA,17,3112,Grain & Oilseed Milling Products ,0.093451973,0.102711696,0.19616367
Mexico,CA,17,3113,Sugar & Confectionery Products ,1.125992593,1.254367501,2.380360094
Mexico,CA,17,3114,Preserves & Specialty Foods ,1.290634639,1.980961487,3.271596126
Mexico,CA,17,3115,Dairy Products ,2.170864173,2.834022547,5.004886721
Mexico,CA,17,3116,Meat Products ,0.775325709,1.121501364,1.896827072
Mexico,CA,17,3117,Prepared Seafood Products ,0.145165697,0.124496264,0.269661961
Mexico,CA,17,3118,Bakery & Tortilla Products ,5.62506677,9.105225182,14.73029195
Mexico,CA,17,3119,Misc. Foods ,6.059418861,9.039123379,15.09854224
Mexico,CA,17,3121,Beverages ,0.55300344,0.582137279,1.135140719
Mexico,CA,17,3122,Tobacco Products ,0.001505206,0.000647239,0.002152444
Mexico,CA,17,3131,"Fibers, Yarns & Threads ",2.411651778,2.21901676,4.630668538
Mexico,CA,17,3132,Fabrics ,0.452949353,0.41676921,0.869718563
Mexico,CA,17,3133,Finished & Coated Textile Fabrics ,0.374518347,0.344603021,0.719121368
Mexico,CA,17,3141,Textile Furnishings ,0.057853661,0.053232496,0.111086157
Mexico,CA,17,3149,Misc. Textile Products ,1.600080684,1.472271365,3.072352049
Mexico,CA,17,3151,Knit Apparel ,0.403045401,0.365463623,0.768509024
Mexico,CA,17,3152,Apparel ,0.139043997,0.126078905,0.265122901
Mexico,CA,17,3159,Apparel Accessories ,3.3176419,3.008289944,6.325931844
Mexico,CA,17,3162,Footwear ,0.107932921,0.097868766,0.205801687
Mexico,CA,17,3211,Sawmill & Wood Products ,0.737352921,0.809302237,1.546655158
Mexico,CA,17,3212,"Veneer, Plywood & Engineered Wood ",0.03654127,0.03444367,0.07098494
Mexico,CA,17,3219,Misc. Wood Products ,2.763232646,2.76191431,5.525146956
Mexico,CA,17,3221,Pulp & Paperboard Mill Products ,2.548803593,2.740773373,5.289576966
Mexico,CA,17,3222,Converted Paper Products ,14.79605528,18.14355248,32.93960775
Mexico,CA,17,3231,Printed Matter & Related Products ,8.876414832,9.137540715,18.01395555
Mexico,CA,17,3241,Petroleum & Coal Products ,0.008016298,0.006962727,0.014979025
Mexico,CA,17,3251,Basic Chemicals ,1.548598648,1.212631484,2.761230132
Mexico,CA,17,3252,Resins & Synthetic Fibers ,43.01603964,60.616142,103.6321816
Mexico,CA,17,3253,Pesticides & Fertilizers ,0.005550277,0.004805809,0.010356085
Mexico,CA,17,3254,Pharmaceuticals & Medicines ,4.399536309,2.383082168,6.782618477
Mexico,CA,17,3255,"Paints, Coatings & Adhesives ",0.215207865,0.241969465,0.457177331
Mexico,CA,17,3256,"Soaps, Cleaning Agents & Toiletries ",3.090596212,2.610365108,5.700961319
Mexico,CA,17,3259,Misc. Chemical Preparations ,1.671970645,1.94048414,3.612454785
Mexico,CA,17,3261,Plastics Products ,64.80435704,68.9967213,133.8010783
Mexico,CA,17,3262,Rubber Products ,1.398215164,1.341771634,2.739986799
Mexico,CA,17,3271,Clay & Refractory Products ,1.428872662,1.136436718,2.56530938
Mexico,CA,17,3272,Glass & Glass Products ,4.470412859,3.077404263,7.547817121
Mexico,CA,17,3273,Cement & Concrete Products ,0.958977951,0.758669935,1.717647886
Mexico,CA,17,3274,Lime & Gypsum Products ,0.561945237,0.389875144,0.951820381
Mexico,CA,17,3279,Misc. Nonmetallic Minerals ,12.78491964,8.87012125,21.65504089
Mexico,CA,17,3312,Products from Purchased Steel ,0.010257686,0.028579268,0.038836954
Mexico,CA,17,3314,Nonferrous Metal Products,2.102006154,1.071324095,3.173330249
Mexico,CA,17,3315,Foundry Products,1.296875335,0.852476538,2.149351874
Mexico,CA,17,3321,"Crowns, Closures & Seals ",0.417382823,0.430301436,0.847684259
Mexico,CA,17,3322,Cutlery & Handtools ,3.509174354,2.849473313,6.358647666
Mexico,CA,17,3323,Architectural & Structural Metals ,4.051785131,3.858261426,7.910046557
Mexico,CA,17,3325,Hardware ,6.602235757,7.679568089,14.28180385
Mexico,CA,17,3326,Springs & Wire Products ,10.24511865,9.686631072,19.93174973
Mexico,CA,17,3327,"Bolts, Nuts & Misc. Turned Prods ",123.8635574,101.6945843,225.5581417
Mexico,CA,17,3329,Misc. Fabricated Metal Products ,4.306910766,3.434672976,7.741583741
Mexico,CA,17,3331,Ag. & Construction Machinery ,11.44141524,10.33183443,21.77324968
Mexico,CA,17,3332,Industrial Machinery ,143.4542603,123.7308308,267.1850912
Mexico,CA,17,3333,Comm. & Serv. Industry Machinery ,28.09012757,26.00114657,54.09127414
Mexico,CA,17,3334,HVAC & Refrigeration Equipment ,7.474863796,5.246300406,12.7211642
Mexico,CA,17,3335,Metalworking Machinery ,18.53680956,16.49681091,35.03362046
Mexico,CA,17,3336,Engines & Turbines ,84.56786158,74.1928513,158.7607129
Mexico,CA,17,3339,Misc. General Purpose Machinery ,43.15560525,37.18675496,80.34236022
Mexico,CA,17,3341,Computer Equipment ,2102.63729,936.0746881,3038.711978
Mexico,CA,17,3342,Communications Equipment ,221.0353177,69.68601149,290.7213292
Mexico,CA,17,3343,Audio & Video Equipment ,115.5110104,415.381343,530.8923534
Mexico,CA,17,3344,Semiconductors & Components ,1743.850938,577.0251578,2320.876096
Mexico,CA,17,3345,Navigational & Meas. Instruments ,202.5620649,52.95792943,255.5199943
Mexico,CA,17,3346,Magnetic & Optical Media ,181.5870774,136.4596363,318.0467137
Mexico,CA,17,3351,Electric Lighting Equipment ,5.149122263,4.07307848,9.222200743
Mexico,CA,17,3352,Household Appliances ,2.196422362,1.59528092,3.791703282
Mexico,CA,17,3353,Electrical Equipment ,60.69753358,43.19388917,103.8914227
Mexico,CA,17,3359,Electrical Equipment & Components ,233.840627,173.4675681,407.3081951
Mexico,CA,17,3361,Motor Vehicles ,19.13020697,25.72797333,44.8581803
Mexico,CA,17,3362,Motor Vehicle Bodies & Trailers ,0.953479587,1.096930771,2.050410358
Mexico,CA,17,3363,Motor Vehicle Parts ,0.523127881,0.527004817,1.050132698
Mexico,CA,17,3364,Aerospace Products & Parts ,5.915059814,2.383290354,8.298350168
Mexico,CA,17,3365,Railroad Rolling Stock ,0.361697388,0.24391924,0.605616628
Mexico,CA,17,3366,Ships & Boats ,0.495974759,0.415840203,0.911814961
Mexico,CA,17,3369,Misc. Transportation Equipment ,2.778561901,2.128911094,4.907472994
Mexico,CA,17,3371,Household & Institutional Furniture ,1.671453845,1.71705901,3.388512855
Mexico,CA,17,3372,Office Furniture & Fixtures ,4.750695878,4.822731616,9.573427494
Mexico,CA,17,3391,Medical Equipment & Supplies ,90.8855739,52.07497748,142.9605514
Mexico,CA,17,3399,Misc. Manufactured Commodities ,8.629277351,9.022852288,17.65212964
Mexico,CA,18,1112,Vegetables & Melons ,12.70244513,10.45440727,23.1568524
Mexico,CA,18,1113,Fruits & Tree Nuts ,6.239063689,5.134894275,11.37395796
Mexico,CA,18,1114,Greenhouse & Nursery Products,1.298457014,1.06866027,2.367117285
Mexico,CA,18,1123,Poultry & Eggs,0.353022114,0.33378715,0.686809264
Mexico,CA,18,1125,Aquaculture ,0.005736371,0.005423816,0.011160187
Mexico,CA,18,1129,Misc. Animal Products ,0.174741067,0.165220026,0.339961094
Mexico,CA,18,1132,Forestry Products ,0.004447849,0.011233949,0.015681799
Mexico,CA,18,1133,Timber & Logs ,0.021693694,0.020266607,0.041960301
Mexico,CA,18,1141,Marine Products ,0.173720627,0.092097945,0.265818572
Mexico,CA,18,2123,Nonmetallic Minerals ,0.238340468,0.222869244,0.461209712
Mexico,CA,18,3111,Animal Foods ,0.094740659,0.147232105,0.241972763
Mexico,CA,18,3112,Grain & Oilseed Milling Products ,0.261132242,0.287006626,0.548138868
Mexico,CA,18,3113,Sugar & Confectionery Products ,1.172389454,1.306054089,2.478443544
Mexico,CA,18,3114,Preserves & Specialty Foods ,3.158265571,4.84753955,8.005805121
Mexico,CA,18,3115,Dairy Products ,0.065760125,0.085848612,0.151608737
Mexico,CA,18,3116,Meat Products ,3.665347523,5.301890806,8.967238329
Mexico,CA,18,3117,Prepared Seafood Products ,0.036580069,0.031371612,0.067951681
Mexico,CA,18,3118,Bakery & Tortilla Products ,2.84078549,4.59834392,7.439129411
Mexico,CA,18,3119,Misc. Foods ,14.2235646,21.21796796,35.44153256
Mexico,CA,18,3121,Beverages ,0.420917233,0.443092385,0.864009617
Mexico,CA,18,3122,Tobacco Products ,0.000255072,0.000109681,0.000364753
Mexico,CA,18,3131,"Fibers, Yarns & Threads ",0.844319322,0.776877799,1.621197121
Mexico,CA,18,3132,Fabrics ,0.237517651,0.218545502,0.456063153
Mexico,CA,18,3133,Finished & Coated Textile Fabrics ,0.259307148,0.238594524,0.497901671
Mexico,CA,18,3141,Textile Furnishings ,0.047318148,0.043538526,0.090856674
Mexico,CA,18,3149,Misc. Textile Products ,1.24419727,1.144814778,2.389012048
Mexico,CA,18,3151,Knit Apparel ,0.233071642,0.211338987,0.444410629
Mexico,CA,18,3152,Apparel ,0.090428123,0.081996196,0.172424319
Mexico,CA,18,3211,Sawmill & Wood Products ,10.24951941,11.24964552,21.49916493
Mexico,CA,18,3212,"Veneer, Plywood & Engineered Wood ",1.60509325,1.512955133,3.118048382
Mexico,CA,18,3219,Misc. Wood Products ,0.408654363,0.408459394,0.817113757
Mexico,CA,18,3221,Pulp & Paperboard Mill Products ,0.840794447,0.904121071,1.744915518
Mexico,CA,18,3222,Converted Paper Products ,0.389365631,0.477456702,0.866822333
Mexico,CA,18,3231,Printed Matter & Related Products ,4.170424176,4.293109485,8.463533661
Mexico,CA,18,3241,Petroleum & Coal Products ,0.017751701,0.015418621,0.033170322
Mexico,CA,18,3251,Basic Chemicals ,2.305367099,1.805219661,4.11058676
Mexico,CA,18,3252,Resins & Synthetic Fibers ,44.33455355,62.47412862,106.8086822
Mexico,CA,18,3253,Pesticides & Fertilizers ,0.394243546,0.341362975,0.735606521
Mexico,CA,18,3254,Pharmaceuticals & Medicines ,8.49476184,4.60132933,13.09609117
Mexico,CA,18,3255,"Paints, Coatings & Adhesives ",3.797188205,4.269377412,8.066565618
Mexico,CA,18,3256,"Soaps, Cleaning Agents & Toiletries ",0.144047416,0.121664663,0.265712079
Mexico,CA,18,3259,Misc. Chemical Preparations ,1.442508135,1.674170636,3.116678771
Mexico,CA,18,3261,Plastics Products ,4.390514608,4.674548543,9.065063151
Mexico,CA,18,3262,Rubber Products ,0.353768662,0.339487632,0.693256294
Mexico,CA,18,3271,Clay & Refractory Products ,2.544764047,2.023947536,4.568711584
Mexico,CA,18,3272,Glass & Glass Products ,0.275745712,0.189821624,0.465567336
Mexico,CA,18,3273,Cement & Concrete Products ,0.115521641,0.091391878,0.20691352
Mexico,CA,18,3279,Misc. Nonmetallic Minerals ,3.11206162,2.159134723,5.271196343
Mexico,CA,18,3311,"Iron, Steel & Ferroalloys",0.083105917,0.07974584,0.162851757
Mexico,CA,18,3312,Products from Purchased Steel ,0.148762505,0.414471976,0.563234481
Mexico,CA,18,3313,Aluminum,16.9101559,10.51387944,27.42403534
Mexico,CA,18,3314,Nonferrous Metal Products,2.97770027,1.517636874,4.495337143
Mexico,CA,18,3321,"Crowns, Closures & Seals ",0.159989764,0.164941683,0.324931447
Mexico,CA,18,3322,Cutlery & Handtools ,1.751487161,1.422219423,3.173706584
Mexico,CA,18,3323,Architectural & Structural Metals ,0.922947337,0.878864993,1.80181233
Mexico,CA,18,3324,"Boilers, Tanks & Containers ",0.629656415,0.595839197,1.225495612
Mexico,CA,18,3325,Hardware ,3.254802081,3.785910579,7.04071266
Mexico,CA,18,3326,Springs & Wire Products ,7.193666269,6.801521151,13.99518742
Mexico,CA,18,3327,"Bolts, Nuts & Misc. Turned Prods ",18.50512231,15.19309442,33.69821673
Mexico,CA,18,3329,Misc. Fabricated Metal Products ,18.90565555,15.07687244,33.98252799
Mexico,CA,18,3331,Ag. & Construction Machinery ,2.193354081,1.980644067,4.173998149
Mexico,CA,18,3332,Industrial Machinery ,20.22373827,17.44319014,37.6669284
Mexico,CA,18,3333,Comm. & Serv. Industry Machinery ,6.443984786,5.964764399,12.40874919
Mexico,CA,18,3334,HVAC & Refrigeration Equipment ,0.008613276,0.006045305,0.014658581
Mexico,CA,18,3335,Metalworking Machinery ,0.24943599,0.221985253,0.471421242
Mexico,CA,18,3336,Engines & Turbines ,42.51147042,37.29605011,79.80752053
Mexico,CA,18,3339,Misc. General Purpose Machinery ,6.983154482,6.017314624,13.00046911
Mexico,CA,18,3341,Computer Equipment ,762.1508582,339.302518,1101.453376
Mexico,CA,18,3342,Communications Equipment ,88.50099944,27.90179293,116.4027924
Mexico,CA,18,3343,Audio & Video Equipment ,40.50530308,145.6583848,186.1636878
Mexico,CA,18,3344,Semiconductors & Components ,351.323129,116.2497777,467.5729067
Mexico,CA,18,3345,Navigational & Meas. Instruments ,40.38343043,10.55786462,50.94129505
Mexico,CA,18,3346,Magnetic & Optical Media ,139.0245039,104.4745777,243.4990816
Mexico,CA,18,3351,Electric Lighting Equipment ,0.402406163,0.318312869,0.720719032
Mexico,CA,18,3352,Household Appliances ,0.15452106,0.112230008,0.266751068
Mexico,CA,18,3353,Electrical Equipment ,21.52589638,15.31836844,36.84426482
Mexico,CA,18,3359,Electrical Equipment & Components ,110.8047805,82.19716157,193.001942
Mexico,CA,18,3361,Motor Vehicles ,0.095484476,0.128415863,0.223900339
Mexico,CA,18,3362,Motor Vehicle Bodies & Trailers ,1.976829129,2.274243444,4.251072573
Mexico,CA,18,3363,Motor Vehicle Parts ,0.179019236,0.18034596,0.359365195
Mexico,CA,18,3364,Aerospace Products & Parts ,6.054965818,2.43966115,8.494626968
Mexico,CA,18,3365,Railroad Rolling Stock ,0.003466412,0.002337657,0.00580407
Mexico,CA,18,3366,Ships & Boats ,0.137290139,0.115108195,0.252398335
Mexico,CA,18,3369,Misc. Transportation Equipment ,3.533100846,2.707032578,6.240133423
Mexico,CA,18,3371,Household & Institutional Furniture ,1.407513526,1.445917151,2.853430677
Mexico,CA,18,3372,Office Furniture & Fixtures ,0.277047652,0.28124858,0.558296232
Mexico,CA,18,3379,Furniture Related Products ,0.080472568,0.106570165,0.187042733
Mexico,CA,18,3391,Medical Equipment & Supplies ,81.40020351,46.64011661,128.0403201
Mexico,CA,18,3399,Misc. Manufactured Commodities ,17.20728934,17.99210103,35.19939037
Mexico,CA,19,1114,Greenhouse & Nursery Products,0.004164279,0.003427298,0.007591576
Mexico,CA,19,2123,Nonmetallic Minerals ,0.017270717,0.016149636,0.033420353
Mexico,CA,19,3112,Grain & Oilseed Milling Products ,0.02981387,0.032767988,0.062581857
Mexico,CA,19,3113,Sugar & Confectionery Products ,0.081948012,0.091290941,0.173238954
Mexico,CA,19,3114,Preserves & Specialty Foods ,0.738504723,1.133511661,1.872016383
Mexico,CA,19,3115,Dairy Products ,0.017690901,0.02309514,0.040786041
Mexico,CA,19,3116,Meat Products ,0.392010568,0.567039609,0.959050177
Mexico,CA,19,3118,Bakery & Tortilla Products ,1.63844198,2.652125528,4.290567508
Mexico,CA,19,3119,Misc. Foods ,0.166257423,0.248014107,0.414271529
Mexico,CA,19,3121,Beverages ,0.029364782,0.030911805,0.060276587
Mexico,CA,19,3131,"Fibers, Yarns & Threads ",0.682497463,0.627981752,1.310479216
Mexico,CA,19,3132,Fabrics ,0.226050038,0.207993885,0.434043923
Mexico,CA,19,3133,Finished & Coated Textile Fabrics ,0.062418814,0.057432999,0.119851813
Mexico,CA,19,3149,Misc. Textile Products ,0.313276363,0.288252851,0.601529214
Mexico,CA,19,3211,Sawmill & Wood Products ,1.061976099,1.165601448,2.227577547
Mexico,CA,19,3212,"Veneer, Plywood & Engineered Wood ",0.030657568,0.028897714,0.059555282
Mexico,CA,19,3219,Misc. Wood Products ,0.669703766,0.669384251,1.339088018
Mexico,CA,19,3221,Pulp & Paperboard Mill Products ,0.680853342,0.732133584,1.412986926
Mexico,CA,19,3222,Converted Paper Products ,0.647811212,0.794373669,1.442184881
Mexico,CA,19,3231,Printed Matter & Related Products ,3.035277511,3.124569138,6.159846649
Mexico,CA,19,3251,Basic Chemicals ,0.043640001,0.03417234,0.077812341
Mexico,CA,19,3252,Resins & Synthetic Fibers ,21.47174094,30.25694854,51.72868949
Mexico,CA,19,3253,Pesticides & Fertilizers ,0.010655097,0.00922591,0.019881007
Mexico,CA,19,3254,Pharmaceuticals & Medicines ,1.085030751,0.58772499,1.67275574
Mexico,CA,19,3255,"Paints, Coatings & Adhesives ",0.054560414,0.061345128,0.115905542
Mexico,CA,19,3259,Misc. Chemical Preparations ,0.567071034,0.65814095,1.225211984
Mexico,CA,19,3261,Plastics Products ,0.043113399,0.045902518,0.089015917
Mexico,CA,19,3271,Clay & Refractory Products ,1.575088192,1.252727485,2.827815678
Mexico,CA,19,3272,Glass & Glass Products ,0.112117891,0.077181255,0.189299146
Mexico,CA,19,3273,Cement & Concrete Products ,0.041677232,0.032971835,0.074649068
Mexico,CA,19,3274,Lime & Gypsum Products ,0.013313959,0.009237166,0.022551125
Mexico,CA,19,3279,Misc. Nonmetallic Minerals ,5.33501861,3.701412547,9.036431157
Mexico,CA,19,3312,Products from Purchased Steel ,0.003102286,0.008643379,0.011745665
Mexico,CA,19,3314,Nonferrous Metal Products,0.305035224,0.155466522,0.460501745
Mexico,CA,19,3321,"Crowns, Closures & Seals ",0.162150638,0.167169439,0.329320078
Mexico,CA,19,3322,Cutlery & Handtools ,2.274327158,1.846769037,4.121096195
Mexico,CA,19,3323,Architectural & Structural Metals ,2.647480136,2.521029659,5.168509796
Mexico,CA,19,3325,Hardware ,2.469201192,2.872117777,5.341318969
Mexico,CA,19,3326,Springs & Wire Products ,9.998404954,9.453366367,19.45177132
Mexico,CA,19,3327,"Bolts, Nuts & Misc. Turned Prods ",39.49225483,32.42397139,71.91622622
Mexico,CA,19,3329,Misc. Fabricated Metal Products ,0.940409074,0.749956944,1.690366018
Mexico,CA,19,3331,Ag. & Construction Machinery ,4.159054861,3.755712498,7.914767359
Mexico,CA,19,3332,Industrial Machinery ,70.79335084,61.06002079,131.8533716
Mexico,CA,19,3333,Comm. & Serv. Industry Machinery ,12.79177793,11.84049065,24.63226858
Mexico,CA,19,3335,Metalworking Machinery ,0.56879537,0.506198741,1.074994111
Mexico,CA,19,3336,Engines & Turbines ,16.90474344,14.83082453,31.73556797
Mexico,CA,19,3339,Misc. General Purpose Machinery ,3.396589674,2.926807472,6.323397146
Mexico,CA,19,3341,Computer Equipment ,233.0605423,103.7563994,336.8169417
Mexico,CA,19,3342,Communications Equipment ,67.82978523,21.38475988,89.2145451
Mexico,CA,19,3343,Audio & Video Equipment ,25.60196711,92.06550481,117.6674719
Mexico,CA,19,3344,Semiconductors & Components ,334.956887,110.8343301,445.7912172
Mexico,CA,19,3345,Navigational & Meas. Instruments ,60.78933312,15.89279421,76.68212733
Mexico,CA,19,3346,Magnetic & Optical Media ,28.23435904,21.21764622,49.45200526
Mexico,CA,19,3351,Electric Lighting Equipment ,0.049599821,0.039234641,0.088834463
Mexico,CA,19,3353,Electrical Equipment ,7.019584487,4.995312601,12.01489709
Mexico,CA,19,3359,Electrical Equipment & Components ,53.26649537,39.51413204,92.78062742
Mexico,CA,19,3361,Motor Vehicles ,0.002373388,0.003191939,0.005565327
Mexico,CA,19,3364,Aerospace Products & Parts ,16.91895036,6.816967614,23.73591797
Mexico,CA,19,3365,Railroad Rolling Stock ,0.002212769,0.001492233,0.003705002
Mexico,CA,19,3366,Ships & Boats ,0.098889876,0.082912256,0.181802132
Mexico,CA,19,3369,Misc. Transportation Equipment ,1.113370276,0.853055076,1.966425352
Mexico,CA,19,3371,Household & Institutional Furniture ,0.365949265,0.375934091,0.741883356
Mexico,CA,19,3372,Office Furniture & Fixtures ,0.474044214,0.48123224,0.955276454
Mexico,CA,19,3391,Medical Equipment & Supplies ,59.82139818,34.27604437,94.09744255
Mexico,CA,19,3399,Misc. Manufactured Commodities ,0.775589311,0.810963364,1.586552675
Mexico,CA,20,1111,Oilseeds & Grains ,5.209574868,4.287601072,9.49717594
Mexico,CA,20,1112,Vegetables & Melons ,131.4341268,108.173338,239.6074647
Mexico,CA,20,1113,Fruits & Tree Nuts ,58.99089458,48.5508759,107.5417705
Mexico,CA,20,1114,Greenhouse & Nursery Products,30.5668649,25.15723952,55.72410442
Mexico,CA,20,1119,Misc. Crops ,3.814568513,3.139478453,6.954046966
Mexico,CA,20,1121,Cattle,0.284188588,0.268704127,0.552892715
Mexico,CA,20,1123,Poultry & Eggs,2.48857517,2.352981247,4.841556417
Mexico,CA,20,1125,Aquaculture ,0.00650122,0.006146991,0.012648211
Mexico,CA,20,1129,Misc. Animal Products ,1.583679147,1.497389904,3.081069052
Mexico,CA,20,1132,Forestry Products ,0.011329147,0.02861407,0.039943217
Mexico,CA,20,1133,Timber & Logs ,0.073529984,0.068692927,0.142222911
Mexico,CA,20,1141,Marine Products ,0.857669804,0.454693421,1.312363225
Mexico,CA,20,2111,Oil & Gas ,0.132932807,0.080760254,0.213693061
Mexico,CA,20,2121,Coal & Petroleum Gases ,0.002071568,0.001180272,0.00325184
Mexico,CA,20,2123,Nonmetallic Minerals ,2.061927912,1.928083469,3.990011381
Mexico,CA,20,3111,Animal Foods ,0.364196205,0.565980589,0.930176794
Mexico,CA,20,3112,Grain & Oilseed Milling Products ,1.336676258,1.469121314,2.805797572
Mexico,CA,20,3113,Sugar & Confectionery Products ,2.194109427,2.444260802,4.638370229
Mexico,CA,20,3114,Preserves & Specialty Foods ,12.57436995,19.30007287,31.87444282
Mexico,CA,20,3115,Dairy Products ,6.764154571,8.830477191,15.59463176
Mexico,CA,20,3116,Meat Products ,4.710128089,6.813156093,11.52328418
Mexico,CA,20,3117,Prepared Seafood Products ,0.200886754,0.172283473,0.373170227
Mexico,CA,20,3118,Bakery & Tortilla Products ,7.414349194,12.00151425,19.41586344
Mexico,CA,20,3119,Misc. Foods ,63.35377524,94.50784045,157.8616157
Mexico,CA,20,3121,Beverages ,2.454844775,2.584173183,5.039017958
Mexico,CA,20,3122,Tobacco Products ,0.009497379,0.004083873,0.013581252
Mexico,CA,20,3131,"Fibers, Yarns & Threads ",1.738118977,1.599283601,3.337402578
Mexico,CA,20,3132,Fabrics ,24.70474094,22.73140537,47.43614631
Mexico,CA,20,3133,Finished & Coated Textile Fabrics ,2.011784982,1.851090042,3.862875025
Mexico,CA,20,3141,Textile Furnishings ,0.693432208,0.638043065,1.331475273
Mexico,CA,20,3149,Misc. Textile Products ,3.084883634,2.838473011,5.923356644
Mexico,CA,20,3151,Knit Apparel ,25.07135094,22.73358463,47.80493558
Mexico,CA,20,3152,Apparel ,13.39101898,12.14237972,25.5333987
Mexico,CA,20,3159,Apparel Accessories ,10.49501604,9.516413216,20.01142926
Mexico,CA,20,3161,Leather & Hide Tanning ,0.369359712,0.33491894,0.704278652
Mexico,CA,20,3162,Footwear ,1.059090215,0.960335847,2.019426062
Mexico,CA,20,3169,Misc. Leather Products ,1.050397151,0.952453363,2.002850514
Mexico,CA,20,3211,Sawmill & Wood Products ,26.08545222,28.63081468,54.7162669
Mexico,CA,20,3212,"Veneer, Plywood & Engineered Wood ",4.252603158,4.008488464,8.261091622
Mexico,CA,20,3219,Misc. Wood Products ,3.263272187,3.261715282,6.524987469
Mexico,CA,20,3221,Pulp & Paperboard Mill Products ,2.949994317,3.172180822,6.122175139
Mexico,CA,20,3222,Converted Paper Products ,48.43103055,59.38819014,107.8192207
Mexico,CA,20,3231,Printed Matter & Related Products ,2.090133936,2.151621381,4.241755317
Mexico,CA,20,3241,Petroleum & Coal Products ,0.714193216,0.620327822,1.334521037
Mexico,CA,20,3251,Basic Chemicals ,2.364602726,1.851604168,4.216206894
Mexico,CA,20,3252,Resins & Synthetic Fibers ,2.898636334,4.084619437,6.98325577
Mexico,CA,20,3253,Pesticides & Fertilizers ,3.733158766,3.232423698,6.965582464
Mexico,CA,20,3254,Pharmaceuticals & Medicines ,3.197605006,1.732036045,4.929641051
Mexico,CA,20,3255,"Paints, Coatings & Adhesives ",3.755198123,4.222165765,7.977363887
Mexico,CA,20,3256,"Soaps, Cleaning Agents & Toiletries ",0.751783274,0.634967719,1.386750993
Mexico,CA,20,3259,Misc. Chemical Preparations ,2.573314937,2.986581635,5.559896572
Mexico,CA,20,3261,Plastics Products ,8.8416642,9.413654707,18.25531891
Mexico,CA,20,3262,Rubber Products ,0.547612101,0.525505946,1.073118047
Mexico,CA,20,3271,Clay & Refractory Products ,1.752050931,1.393472676,3.145523607
Mexico,CA,20,3272,Glass & Glass Products ,1.902146148,1.309425516,3.211571663
Mexico,CA,20,3273,Cement & Concrete Products ,0.988403479,0.78194916,1.77035264
Mexico,CA,20,3274,Lime & Gypsum Products ,0.184261624,0.127839908,0.312101531
Mexico,CA,20,3279,Misc. Nonmetallic Minerals ,7.482638681,5.191421946,12.67406063
Mexico,CA,20,3311,"Iron, Steel & Ferroalloys",0.114429883,0.109803338,0.224233221
Mexico,CA,20,3313,Aluminum,0.19101085,0.118760883,0.309771733
Mexico,CA,20,3314,Nonferrous Metal Products,0.2173957,0.11079951,0.32819521
Mexico,CA,20,3321,"Crowns, Closures & Seals ",0.184849127,0.190570479,0.375419605
Mexico,CA,20,3322,Cutlery & Handtools ,1.264407202,1.026707201,2.291114404
Mexico,CA,20,3323,Architectural & Structural Metals ,1.348983784,1.28455284,2.633536624
Mexico,CA,20,3324,"Boilers, Tanks & Containers ",1.572207421,1.487768225,3.059975647
Mexico,CA,20,3325,Hardware ,6.861477521,7.98111212,14.84258964
Mexico,CA,20,3326,Springs & Wire Products ,9.789873688,9.256202672,19.04607636
Mexico,CA,20,3327,"Bolts, Nuts & Misc. Turned Prods ",6.411150739,5.263689526,11.67484027
Mexico,CA,20,3329,Misc. Fabricated Metal Products ,28.12344964,22.42787411,50.55132375
Mexico,CA,20,3331,Ag. & Construction Machinery ,6.620617266,5.978554224,12.59917149
Mexico,CA,20,3332,Industrial Machinery ,5.011935637,4.322847987,9.334783624
Mexico,CA,20,3333,Comm. & Serv. Industry Machinery ,2.469556938,2.285903179,4.755460117
Mexico,CA,20,3334,HVAC & Refrigeration Equipment ,1.244830637,0.873695582,2.118526219
Mexico,CA,20,3335,Metalworking Machinery ,6.637155376,5.906728278,12.54388365
Mexico,CA,20,3336,Engines & Turbines ,22.12438858,19.41010972,41.5344983
Mexico,CA,20,3339,Misc. General Purpose Machinery ,11.89827683,10.25262657,22.15090341
Mexico,CA,20,3341,Computer Equipment ,50.05034594,22.28195143,72.33229737
Mexico,CA,20,3342,Communications Equipment ,34.13905677,10.76305238,44.90210915
Mexico,CA,20,3343,Audio & Video Equipment ,20.43603222,73.48863524,93.92466745
Mexico,CA,20,3344,Semiconductors & Components ,43.38297957,14.35505185,57.73803141
