Country,ST,CD,NAICS4,Description,Direct Jobs 2018,Indirect Jobs 2018,Total Jobs 2018
Mexico,AK,AL,1112,Vegetables & Melons ,0.048372786,0.039811926,0.088184712
Mexico,AK,AL,1113,Fruits & Tree Nuts ,4.617790317,3.800548647,8.418338964
Mexico,AK,AL,1121,Cattle,0.145675497,0.137738139,0.283413636
Mexico,AK,AL,1129,Misc. Animal Products ,0.093778634,0.088668958,0.182447592
Mexico,AK,AL,1141,Marine Products ,0.3555769,0.188509,0.5440859
Mexico,AK,AL,2123,Nonmetallic Minerals ,0.0129105,0.01207245,0.02498295
Mexico,AK,AL,3114,Preserves & Specialty Foods ,0.1042559,0.160019665,0.264275565
Mexico,AK,AL,3115,Dairy Products ,0.120496816,0.157306338,0.277803154
Mexico,AK,AL,3116,Meat Products ,0.929332102,1.344270167,2.273602269
Mexico,AK,AL,3119,Misc. Foods ,0.01855854,0.027684657,0.046243197
Mexico,AK,AL,3132,Fabrics ,1.79532063,1.651916169,3.447236799
Mexico,AK,AL,3133,Finished & Coated Textile Fabrics ,0.70911583,0.652473929,1.361589759
Mexico,AK,AL,3141,Textile Furnishings ,0.04308489,0.039643407,0.082728297
Mexico,AK,AL,3149,Misc. Textile Products ,0.11938805,0.109851715,0.229239765
Mexico,AK,AL,3152,Apparel ,0.034894251,0.031640553,0.066534804
Mexico,AK,AL,3169,Misc. Leather Products ,0.228773272,0.207441416,0.436214688
Mexico,AK,AL,3211,Sawmill & Wood Products ,0.85938485,0.94324178,1.80262663
Mexico,AK,AL,3219,Misc. Wood Products ,0.017048864,0.01704073,0.034089594
Mexico,AK,AL,3221,Pulp & Paperboard Mill Products ,0.921743656,0.99116718,1.912910836
Mexico,AK,AL,3222,Converted Paper Products ,0.86573845,1.06160532,1.92734377
Mexico,AK,AL,3231,Printed Matter & Related Products ,0.455117447,0.468506067,0.923623514
Mexico,AK,AL,3241,Petroleum & Coal Products ,0.033015325,0.028676168,0.061691493
Mexico,AK,AL,3251,Basic Chemicals ,0.30399809,0.238045962,0.542044052
Mexico,AK,AL,3252,Resins & Synthetic Fibers ,0.539904665,0.760807785,1.30071245
Mexico,AK,AL,3254,Pharmaceuticals & Medicines ,0.248246208,0.134466696,0.382712904
Mexico,AK,AL,3255,"Paints, Coatings & Adhesives ",0.043137816,0.048502104,0.09163992
Mexico,AK,AL,3256,"Soaps, Cleaning Agents & Toiletries ",0.1525992,0.128887632,0.281486832
Mexico,AK,AL,3259,Misc. Chemical Preparations ,0.8375134,0.972015552,1.809528952
Mexico,AK,AL,3261,Plastics Products ,1.297222212,1.381142928,2.67836514
Mexico,AK,AL,3262,Rubber Products ,0.104578368,0.10035672,0.204935088
Mexico,AK,AL,3271,Clay & Refractory Products ,0.01135134,0.009028152,0.020379492
Mexico,AK,AL,3272,Glass & Glass Products ,0.130272261,0.08967861,0.219950871
Mexico,AK,AL,3279,Misc. Nonmetallic Minerals ,0.12133542,0.084181983,0.205517403
Mexico,AK,AL,3311,"Iron, Steel & Ferroalloys",0.436994222,0.419325992,0.856320214
Mexico,AK,AL,3313,Aluminum,0.855553455,0.531939855,1.38749331
Mexico,AK,AL,3314,Nonferrous Metal Products,0.079925502,0.040735426,0.120660928
Mexico,AK,AL,3315,Foundry Products,0.068662626,0.045134082,0.113796708
Mexico,AK,AL,3322,Cutlery & Handtools ,0.332298584,0.269828698,0.602127282
Mexico,AK,AL,3323,Architectural & Structural Metals ,0.260410314,0.247972446,0.50838276
Mexico,AK,AL,3324,"Boilers, Tanks & Containers ",0.19727466,0.186679548,0.383954208
Mexico,AK,AL,3326,Springs & Wire Products ,0.262824029,0.24849682,0.511320849
Mexico,AK,AL,3327,"Bolts, Nuts & Misc. Turned Prods ",1.42823034,1.172607132,2.600837472
Mexico,AK,AL,3329,Misc. Fabricated Metal Products ,0.704513172,0.561834801,1.266347973
Mexico,AK,AL,3331,Ag. & Construction Machinery ,0.235169262,0.212362704,0.447531966
Mexico,AK,AL,3332,Industrial Machinery ,0.861752952,0.74327112,1.605024072
Mexico,AK,AL,3333,Comm. & Serv. Industry Machinery ,0.02629436,0.024338925,0.050633285
Mexico,AK,AL,3334,HVAC & Refrigeration Equipment ,0.842795514,0.591523614,1.434319128
Mexico,AK,AL,3335,Metalworking Machinery ,1.52065782,1.35330756,2.87396538
Mexico,AK,AL,3336,Engines & Turbines ,1.12079408,0.98329208,2.10408616
Mexico,AK,AL,3339,Misc. General Purpose Machinery ,12.81261154,11.04049967,23.85311121
Mexico,AK,AL,3341,Computer Equipment ,0.216318918,0.096303183,0.312622101
Mexico,AK,AL,3342,Communications Equipment ,0.26201819,0.08260672,0.34462491
Mexico,AK,AL,3343,Audio & Video Equipment ,3.095498468,11.13151298,14.22701144
Mexico,AK,AL,3344,Semiconductors & Components ,10.99664093,3.638693152,14.63533408
Mexico,AK,AL,3345,Navigational & Meas. Instruments ,1.510820626,0.394989714,1.90581034
Mexico,AK,AL,3346,Magnetic & Optical Media ,0.064894226,0.04876692,0.113661146
Mexico,AK,AL,3351,Electric Lighting Equipment ,1.733063432,1.370894496,3.103957928
Mexico,AK,AL,3352,Household Appliances ,0.31698054,0.23022576,0.5472063
Mexico,AK,AL,3353,Electrical Equipment ,2.447757107,1.741885427,4.189642534
Mexico,AK,AL,3359,Electrical Equipment & Components ,4.405219714,3.267878471,7.673098185
Mexico,AK,AL,3361,Motor Vehicles ,0.061817472,0.083137536,0.144955008
Mexico,AK,AL,3362,Motor Vehicle Bodies & Trailers ,0.189850463,0.218413501,0.408263964
Mexico,AK,AL,3363,Motor Vehicle Parts ,2.653397208,2.673061713,5.326458921
Mexico,AK,AL,3364,Aerospace Products & Parts ,0.019657134,0.007920234,0.027577368
Mexico,AK,AL,3365,Railroad Rolling Stock ,0.030011175,0.02023875,0.050249925
Mexico,AK,AL,3366,Ships & Boats ,0.036508896,0.03061016,0.067119056
Mexico,AK,AL,3371,Household & Institutional Furniture ,0.118084074,0.121305966,0.23939004
Mexico,AK,AL,3372,Office Furniture & Fixtures ,0.068279268,0.0693146,0.137593868
Mexico,AK,AL,3391,Medical Equipment & Supplies ,0.249099725,0.14272741,0.391827135
Mexico,AK,AL,3399,Misc. Manufactured Commodities ,5.542075734,5.794845696,11.33692143
Mexico,AK,AL,9100,Scrap Products ,0,0,0
Mexico,AL,1,1111,Oilseeds & Grains ,3.432546694,2.825065626,6.257612319
Mexico,AL,1,1112,Vegetables & Melons ,0.005883981,0.004842653,0.010726634
Mexico,AL,1,1113,Fruits & Tree Nuts ,0.006825951,0.005617916,0.012443868
Mexico,AL,1,1119,Misc. Crops ,1.12304778,0.924294398,2.047342177
Mexico,AL,1,1123,Poultry & Eggs,1.864583056,1.762988322,3.627571378
Mexico,AL,1,1132,Forestry Products ,0.002937222,0.007418553,0.010355775
Mexico,AL,1,1141,Marine Products ,0.518319735,0.274787071,0.793106806
Mexico,AL,1,2111,Oil & Gas ,0.597682976,0.363108475,0.960791451
Mexico,AL,1,2123,Nonmetallic Minerals ,0.010506215,0.009824233,0.020330448
Mexico,AL,1,3111,Animal Foods ,0.003923921,0.006097985,0.010021906
Mexico,AL,1,3112,Grain & Oilseed Milling Products ,0.019027721,0.02091309,0.039940811
Mexico,AL,1,3114,Preserves & Specialty Foods ,0.021749236,0.033382336,0.055131573
Mexico,AL,1,3115,Dairy Products ,0.008784004,0.011467353,0.020251357
Mexico,AL,1,3116,Meat Products ,0.017625708,0.025495422,0.04312113
Mexico,AL,1,3117,Prepared Seafood Products ,0.092171222,0.079047414,0.171218636
Mexico,AL,1,3119,Misc. Foods ,0.013890631,0.020721314,0.034611945
Mexico,AL,1,3121,Beverages ,0.027001998,0.028424542,0.055426541
Mexico,AL,1,3131,"Fibers, Yarns & Threads ",0.008169159,0.007516632,0.015685791
Mexico,AL,1,3132,Fabrics ,2.24287856,2.063724605,4.306603166
Mexico,AL,1,3133,Finished & Coated Textile Fabrics ,0.676245267,0.622228961,1.298474228
Mexico,AL,1,3141,Textile Furnishings ,0.966581938,0.889374469,1.855956407
Mexico,AL,1,3149,Misc. Textile Products ,3.713244072,3.41664203,7.129886102
Mexico,AL,1,3152,Apparel ,0.315797529,0.286351137,0.602148666
Mexico,AL,1,3159,Apparel Accessories ,0.004425626,0.004012961,0.008438586
Mexico,AL,1,3162,Footwear ,0.041017239,0.037192606,0.078209846
Mexico,AL,1,3211,Sawmill & Wood Products ,3.302257329,3.624484514,6.926741843
Mexico,AL,1,3212,"Veneer, Plywood & Engineered Wood ",0.976933075,0.920853607,1.897786682
Mexico,AL,1,3219,Misc. Wood Products ,0.504940967,0.50470006,1.009641026
Mexico,AL,1,3221,Pulp & Paperboard Mill Products ,26.46653396,28.4599299,54.92646386
Mexico,AL,1,3222,Converted Paper Products ,1.997826627,2.449820007,4.447646633
Mexico,AL,1,3231,Printed Matter & Related Products ,0.313253573,0.322468849,0.635722422
Mexico,AL,1,3241,Petroleum & Coal Products ,0.768676264,0.667650241,1.436326505
Mexico,AL,1,3251,Basic Chemicals ,48.34267971,37.85477631,86.19745602
Mexico,AL,1,3252,Resins & Synthetic Fibers ,7.359842278,10.3711371,17.73097938
Mexico,AL,1,3253,Pesticides & Fertilizers ,0.439008828,0.380123811,0.819132639
Mexico,AL,1,3254,Pharmaceuticals & Medicines ,0.094267339,0.051061475,0.145328814
Mexico,AL,1,3255,"Paints, Coatings & Adhesives ",3.238054232,3.640713826,6.878768058
Mexico,AL,1,3256,"Soaps, Cleaning Agents & Toiletries ",0.83443741,0.704778674,1.539216084
Mexico,AL,1,3259,Misc. Chemical Preparations ,0.039217104,0.045515254,0.084732358
Mexico,AL,1,3261,Plastics Products ,0.090961736,0.09684629,0.187808027
Mexico,AL,1,3262,Rubber Products ,1.251015402,1.200514072,2.451529475
Mexico,AL,1,3271,Clay & Refractory Products ,0.059138721,0.047035272,0.106173993
Mexico,AL,1,3272,Glass & Glass Products ,0.142486454,0.098086784,0.240573239
Mexico,AL,1,3273,Cement & Concrete Products ,0.067615471,0.053492184,0.121107655
Mexico,AL,1,3279,Misc. Nonmetallic Minerals ,0.534966745,0.371157585,0.906124331
Mexico,AL,1,3311,"Iron, Steel & Ferroalloys",173.5521728,166.5352386,340.0874114
Mexico,AL,1,3312,Products from Purchased Steel ,0.933822722,2.601753364,3.535576086
Mexico,AL,1,3313,Aluminum,18.54889188,11.53276257,30.08165445
Mexico,AL,1,3314,Nonferrous Metal Products,0.731403069,0.37277233,1.104175398
Mexico,AL,1,3315,Foundry Products,0.321136476,0.211093005,0.532229481
Mexico,AL,1,3322,Cutlery & Handtools ,0.502810265,0.408285336,0.911095601
Mexico,AL,1,3323,Architectural & Structural Metals ,0.807184345,0.76863114,1.575815485
Mexico,AL,1,3324,"Boilers, Tanks & Containers ",2.506686886,2.372059214,4.8787461
Mexico,AL,1,3325,Hardware ,0.177954598,0.206992677,0.384947275
Mexico,AL,1,3326,Springs & Wire Products ,0.175892643,0.166304286,0.342196929
Mexico,AL,1,3327,"Bolts, Nuts & Misc. Turned Prods ",3.480696202,2.85772475,6.338420952
Mexico,AL,1,3329,Misc. Fabricated Metal Products ,0.386964272,0.308596068,0.69556034
Mexico,AL,1,3331,Ag. & Construction Machinery ,0.690978575,0.623967934,1.314946509
Mexico,AL,1,3332,Industrial Machinery ,0.194815898,0.168030792,0.36284669
Mexico,AL,1,3333,Comm. & Serv. Industry Machinery ,0.186389109,0.172527893,0.358917002
Mexico,AL,1,3334,HVAC & Refrigeration Equipment ,0.436159925,0.306122767,0.742282692
Mexico,AL,1,3335,Metalworking Machinery ,0.697025166,0.620316691,1.317341857
Mexico,AL,1,3336,Engines & Turbines ,72.02560608,63.18931308,135.2149192
Mexico,AL,1,3339,Misc. General Purpose Machinery ,34.53817247,29.76119901,64.29937148
Mexico,AL,1,3341,Computer Equipment ,1.359202696,0.605104478,1.964307174
Mexico,AL,1,3342,Communications Equipment ,0.040108624,0.012645083,0.052753707
Mexico,AL,1,3343,Audio & Video Equipment ,3.775167205,13.57562382,17.35079102
Mexico,AL,1,3344,Semiconductors & Components ,0.136391796,0.045130863,0.181522659
Mexico,AL,1,3345,Navigational & Meas. Instruments ,0.408537967,0.106808374,0.515346341
Mexico,AL,1,3346,Magnetic & Optical Media ,0.002006236,0.001507653,0.003513889
Mexico,AL,1,3351,Electric Lighting Equipment ,0.115637797,0.091472255,0.207110052
Mexico,AL,1,3352,Household Appliances ,0.193349751,0.140431629,0.33378138
Mexico,AL,1,3353,Electrical Equipment ,1.115918528,0.794115648,1.910034176
Mexico,AL,1,3359,Electrical Equipment & Components ,0.59277315,0.439730761,1.032503911
Mexico,AL,1,3361,Motor Vehicles ,2.744912517,3.691598116,6.436510633
Mexico,AL,1,3363,Motor Vehicle Parts ,0.22289316,0.224545036,0.447438196
Mexico,AL,1,3364,Aerospace Products & Parts ,13.55463721,5.461421717,19.01605893
Mexico,AL,1,3366,Ships & Boats ,13.16635024,11.03906531,24.20541555
Mexico,AL,1,3371,Household & Institutional Furniture ,0.611182927,0.627858888,1.239041815
Mexico,AL,1,3372,Office Furniture & Fixtures ,0.043234227,0.043889796,0.087124022
Mexico,AL,1,3391,Medical Equipment & Supplies ,0.831959689,0.476690416,1.308650105
Mexico,AL,1,3399,Misc. Manufactured Commodities ,2.347069898,2.454118014,4.801187912
Mexico,AL,1,9100,Scrap Products ,0,0,0
Mexico,AL,2,1111,Oilseeds & Grains ,14.041658,11.55661055,25.59826856
Mexico,AL,2,1112,Vegetables & Melons ,0.030261653,0.024906043,0.055167695
Mexico,AL,2,1113,Fruits & Tree Nuts ,0.015817124,0.01301786,0.028834985
Mexico,AL,2,1119,Misc. Crops ,6.249849379,5.143771148,11.39362053
Mexico,AL,2,1123,Poultry & Eggs,24.49992112,23.16500448,47.6649256
Mexico,AL,2,1132,Forestry Products ,0.007086474,0.017898335,0.024984809
Mexico,AL,2,1141,Marine Products ,0.091760128,0.048646608,0.140406735
Mexico,AL,2,2111,Oil & Gas ,0.15949273,0.096896121,0.25638885
Mexico,AL,2,2123,Nonmetallic Minerals ,0.099884567,0.093400832,0.193285398
Mexico,AL,2,3111,Animal Foods ,0.237110713,0.368482865,0.605593579
Mexico,AL,2,3112,Grain & Oilseed Milling Products ,2.073448125,2.278896491,4.352344615
Mexico,AL,2,3114,Preserves & Specialty Foods ,0.04093551,0.062830848,0.103766358
Mexico,AL,2,3115,Dairy Products ,0.02248335,0.029351593,0.051834943
Mexico,AL,2,3116,Meat Products ,0.969326059,1.40212105,2.371447109
Mexico,AL,2,3117,Prepared Seafood Products ,0.014899763,0.012778259,0.027678021
Mexico,AL,2,3119,Misc. Foods ,0.296880626,0.442870953,0.739751578
Mexico,AL,2,3121,Beverages ,0.002941647,0.003096621,0.006038268
Mexico,AL,2,3131,"Fibers, Yarns & Threads ",0.154234241,0.141914504,0.296148745
Mexico,AL,2,3132,Fabrics ,22.25988606,20.48183766,42.74172372
Mexico,AL,2,3133,Finished & Coated Textile Fabrics ,7.19822578,6.623254563,13.82148034
Mexico,AL,2,3141,Textile Furnishings ,3.418710372,3.145634738,6.56434511
Mexico,AL,2,3149,Misc. Textile Products ,3.863657139,3.555040583,7.418697722
Mexico,AL,2,3152,Apparel ,0.166837515,0.15128083,0.318118345
Mexico,AL,2,3159,Apparel Accessories ,0.070793685,0.064192561,0.134986246
Mexico,AL,2,3162,Footwear ,0.006449062,0.005847722,0.012296784
Mexico,AL,2,3169,Misc. Leather Products ,0.010073393,0.009134104,0.019207497
Mexico,AL,2,3211,Sawmill & Wood Products ,2.345760388,2.574654654,4.920415042
Mexico,AL,2,3212,"Veneer, Plywood & Engineered Wood ",1.325195669,1.249124678,2.574320347
Mexico,AL,2,3219,Misc. Wood Products ,0.382680807,0.38249823,0.765179038
Mexico,AL,2,3221,Pulp & Paperboard Mill Products ,30.23705072,32.51443294,62.75148366
Mexico,AL,2,3222,Converted Paper Products ,3.246977672,3.981582163,7.228559835
Mexico,AL,2,3231,Printed Matter & Related Products ,1.373145245,1.413540356,2.786685601
Mexico,AL,2,3241,Petroleum & Coal Products ,0.063759653,0.055379813,0.119139466
Mexico,AL,2,3251,Basic Chemicals ,1.142915924,0.894961283,2.037877207
Mexico,AL,2,3252,Resins & Synthetic Fibers ,3.024048225,4.261343865,7.28539209
Mexico,AL,2,3253,Pesticides & Fertilizers ,0.130427705,0.11293321,0.243360915
Mexico,AL,2,3254,Pharmaceuticals & Medicines ,0.119896315,0.064943837,0.184840153
Mexico,AL,2,3255,"Paints, Coatings & Adhesives ",1.535937505,1.726934915,3.262872421
Mexico,AL,2,3256,"Soaps, Cleaning Agents & Toiletries ",1.025706249,0.866327278,1.892033527
Mexico,AL,2,3259,Misc. Chemical Preparations ,0.00802969,0.009319234,0.017348924
Mexico,AL,2,3261,Plastics Products ,25.89162428,27.56662153,53.45824581
Mexico,AL,2,3262,Rubber Products ,11.8854206,11.40562671,23.29104731
Mexico,AL,2,3271,Clay & Refractory Products ,0.127716139,0.101577498,0.229293637
Mexico,AL,2,3272,Glass & Glass Products ,0.406252842,0.279661916,0.685914758
Mexico,AL,2,3273,Cement & Concrete Products ,0.022467431,0.017774511,0.040241942
Mexico,AL,2,3279,Misc. Nonmetallic Minerals ,0.551090857,0.382344423,0.933435281
Mexico,AL,2,3311,"Iron, Steel & Ferroalloys",5.892030347,5.653808096,11.54583844
Mexico,AL,2,3312,Products from Purchased Steel ,0.061429694,0.171151235,0.232580929
Mexico,AL,2,3313,Aluminum,2.854622222,1.774859679,4.629481901
Mexico,AL,2,3314,Nonferrous Metal Products,0.432808613,0.220588458,0.653397071
Mexico,AL,2,3315,Foundry Products,0.096391094,0.063360868,0.159751962
Mexico,AL,2,3321,"Crowns, Closures & Seals ",0.007857935,0.00810115,0.015959085
Mexico,AL,2,3322,Cutlery & Handtools ,1.017443384,0.82617091,1.843614295
Mexico,AL,2,3323,Architectural & Structural Metals ,18.11163147,17.24657325,35.35820472
Mexico,AL,2,3324,"Boilers, Tanks & Containers ",0.971831514,0.919636956,1.891468469
Mexico,AL,2,3325,Hardware ,0.404315078,0.470289957,0.874605035
Mexico,AL,2,3326,Springs & Wire Products ,3.943284644,3.728326128,7.671610772
Mexico,AL,2,3327,"Bolts, Nuts & Misc. Turned Prods ",1.08020606,0.886871883,1.967077943
Mexico,AL,2,3329,Misc. Fabricated Metal Products ,14.31467911,11.41566291,25.73034202
Mexico,AL,2,3331,Ag. & Construction Machinery ,0.540055523,0.487681299,1.027736821
Mexico,AL,2,3332,Industrial Machinery ,0.434875742,0.375084969,0.809960711
Mexico,AL,2,3333,Comm. & Serv. Industry Machinery ,0.297488924,0.275365538,0.572854462
Mexico,AL,2,3334,HVAC & Refrigeration Equipment ,2.78657482,1.955782608,4.742357428
Mexico,AL,2,3335,Metalworking Machinery ,1.782409317,1.586252984,3.368662301
Mexico,AL,2,3336,Engines & Turbines ,14.65829566,12.85997695,27.51827261
Mexico,AL,2,3339,Misc. General Purpose Machinery ,33.86743127,29.183228,63.05065927
Mexico,AL,2,3342,Communications Equipment ,0.431957901,0.136183772,0.568141673
Mexico,AL,2,3343,Audio & Video Equipment ,29.75959888,107.0164836,136.7760825
Mexico,AL,2,3344,Semiconductors & Components ,1.69884982,0.562134678,2.260984498
Mexico,AL,2,3345,Navigational & Meas. Instruments ,3.776877955,0.987428896,4.764306851
Mexico,AL,2,3346,Magnetic & Optical Media ,0.045217647,0.033980301,0.079197948
Mexico,AL,2,3351,Electric Lighting Equipment ,2.283768364,1.806515227,4.090283591
Mexico,AL,2,3352,Household Appliances ,4.05129306,2.942489857,6.993782917
Mexico,AL,2,3353,Electrical Equipment ,18.01019013,12.81650358,30.82669371
Mexico,AL,2,3359,Electrical Equipment & Components ,15.99946829,11.86871969,27.86818799
Mexico,AL,2,3361,Motor Vehicles ,36.10697774,48.55981754,84.66679528
Mexico,AL,2,3362,Motor Vehicle Bodies & Trailers ,51.0753993,58.75970277,109.8351021
Mexico,AL,2,3363,Motor Vehicle Parts ,16.61992447,16.74309585,33.36302032
Mexico,AL,2,3364,Aerospace Products & Parts ,21.20158712,8.542523602,29.74411072
Mexico,AL,2,3365,Railroad Rolling Stock ,0.001114435,0.000751546,0.00186598
Mexico,AL,2,3369,Misc. Transportation Equipment ,0.018542757,0.014207307,0.032750064
Mexico,AL,2,3371,Household & Institutional Furniture ,0.66997133,0.688251316,1.358222646
Mexico,AL,2,3372,Office Furniture & Fixtures ,0.370787502,0.376409826,0.747197328
Mexico,AL,2,3391,Medical Equipment & Supplies ,1.943937609,1.113823711,3.057761321
Mexico,AL,2,3399,Misc. Manufactured Commodities ,5.394843777,5.640898598,11.03574237
Mexico,AL,2,9100,Scrap Products ,0,0,0
Mexico,AL,3,1111,Oilseeds & Grains ,3.794483345,3.122947894,6.917431239
Mexico,AL,3,1112,Vegetables & Melons ,0.015673939,0.012900016,0.028573955
Mexico,AL,3,1113,Fruits & Tree Nuts ,0.003896055,0.003206544,0.0071026
Mexico,AL,3,1119,Misc. Crops ,2.016567668,1.659682012,3.67624968
Mexico,AL,3,1123,Poultry & Eggs,10.98320068,10.38476376,21.36796443
Mexico,AL,3,1132,Forestry Products ,0.002745227,0.00693363,0.009678857
Mexico,AL,3,1141,Marine Products ,0.080443138,0.042646909,0.123090047
Mexico,AL,3,2111,Oil & Gas ,0.072777959,0.044214566,0.116992525
Mexico,AL,3,2123,Nonmetallic Minerals ,0.139198496,0.130162804,0.269361299
Mexico,AL,3,3111,Animal Foods ,0.066146733,0.102795599,0.168942333
Mexico,AL,3,3112,Grain & Oilseed Milling Products ,0.497880815,0.547213518,1.045094333
Mexico,AL,3,3114,Preserves & Specialty Foods ,0.023462404,0.036011832,0.059474236
Mexico,AL,3,3115,Dairy Products ,0.002864307,0.003739299,0.006603606
Mexico,AL,3,3116,Meat Products ,0.405808383,0.586998018,0.992806401
Mexico,AL,3,3117,Prepared Seafood Products ,0.010176602,0.008727606,0.018904208
Mexico,AL,3,3119,Misc. Foods ,0.012414682,0.018519571,0.030934253
Mexico,AL,3,3131,"Fibers, Yarns & Threads ",0.41717346,0.38385098,0.80102444
Mexico,AL,3,3132,Fabrics ,34.23261571,31.49822403,65.73083974
Mexico,AL,3,3133,Finished & Coated Textile Fabrics ,9.82528677,9.040474336,18.86576111
Mexico,AL,3,3141,Textile Furnishings ,5.001558858,4.602050358,9.603609216
Mexico,AL,3,3149,Misc. Textile Products ,1.535372256,1.412731638,2.948103894
Mexico,AL,3,3151,Knit Apparel ,0.031382035,0.028455832,0.059837867
Mexico,AL,3,3152,Apparel ,0.268860571,0.243790793,0.512651364
Mexico,AL,3,3159,Apparel Accessories ,0.123391736,0.111886131,0.235277867
Mexico,AL,3,3162,Footwear ,0.011635659,0.010550698,0.022186357
Mexico,AL,3,3211,Sawmill & Wood Products ,1.581614425,1.735944968,3.317559393
Mexico,AL,3,3212,"Veneer, Plywood & Engineered Wood ",0.602461175,0.56787774,1.170338916
Mexico,AL,3,3219,Misc. Wood Products ,0.337961758,0.337800517,0.675762276
Mexico,AL,3,3221,Pulp & Paperboard Mill Products ,34.10689451,36.67574409,70.7826386
Mexico,AL,3,3222,Converted Paper Products ,4.000766696,4.905910334,8.906677029
Mexico,AL,3,3231,Printed Matter & Related Products ,0.558313741,0.574738184,1.133051926
Mexico,AL,3,3241,Petroleum & Coal Products ,0.35835555,0.311257392,0.669612943
Mexico,AL,3,3251,Basic Chemicals ,3.467675127,2.715365947,6.183041074
Mexico,AL,3,3252,Resins & Synthetic Fibers ,5.350785921,7.540071144,12.89085707
Mexico,AL,3,3253,Pesticides & Fertilizers ,0.245390558,0.212475896,0.457866454
Mexico,AL,3,3254,Pharmaceuticals & Medicines ,0.389223583,0.210829441,0.600053023
Mexico,AL,3,3255,"Paints, Coatings & Adhesives ",1.834921091,2.063097807,3.898018897
Mexico,AL,3,3256,"Soaps, Cleaning Agents & Toiletries ",1.236669514,1.044510097,2.281179611
Mexico,AL,3,3259,Misc. Chemical Preparations ,0.156700486,0.181866116,0.338566601
Mexico,AL,3,3261,Plastics Products ,26.42940364,28.13919126,54.5685949
Mexico,AL,3,3262,Rubber Products ,8.267217431,7.933484149,16.20070158
Mexico,AL,3,3271,Clay & Refractory Products ,4.059736426,3.228862631,7.288599057
Mexico,AL,3,3272,Glass & Glass Products ,2.736359541,1.8836928,4.620052341
Mexico,AL,3,3273,Cement & Concrete Products ,0.054713775,0.04328535,0.097999126
Mexico,AL,3,3274,Lime & Gypsum Products ,0.001805844,0.001252887,0.003058731
Mexico,AL,3,3279,Misc. Nonmetallic Minerals ,1.23097138,0.854042552,2.085013932
Mexico,AL,3,3311,"Iron, Steel & Ferroalloys",10.19506264,9.782863342,19.97792598
Mexico,AL,3,3312,Products from Purchased Steel ,0.087738628,0.2444514,0.332190029
Mexico,AL,3,3313,Aluminum,1.578222654,0.981259002,2.559481656
Mexico,AL,3,3314,Nonferrous Metal Products,0.265667885,0.135402271,0.401070155
Mexico,AL,3,3315,Foundry Products,4.723562969,3.104945016,7.828507984
Mexico,AL,3,3321,"Crowns, Closures & Seals ",0.022119398,0.022804026,0.044923424
Mexico,AL,3,3322,Cutlery & Handtools ,1.053551664,0.855491078,1.909042742
Mexico,AL,3,3323,Architectural & Structural Metals ,10.80744159,10.29125031,21.0986919
Mexico,AL,3,3324,"Boilers, Tanks & Containers ",0.379902712,0.359499119,0.739401831
Mexico,AL,3,3325,Hardware ,0.506900182,0.58961458,1.096514762
Mexico,AL,3,3326,Springs & Wire Products ,14.07104818,13.30399941,27.3750476
Mexico,AL,3,3327,"Bolts, Nuts & Misc. Turned Prods ",11.75721832,9.652923386,21.4101417
Mexico,AL,3,3329,Misc. Fabricated Metal Products ,23.28058784,18.56579118,41.84637902
Mexico,AL,3,3331,Ag. & Construction Machinery ,1.482182615,1.338441535,2.820624149
Mexico,AL,3,3332,Industrial Machinery ,2.450867015,2.113898962,4.564765977
Mexico,AL,3,3333,Comm. & Serv. Industry Machinery ,0.398340115,0.368716721,0.767056836
Mexico,AL,3,3334,HVAC & Refrigeration Equipment ,2.392836233,1.679433638,4.072269871
Mexico,AL,3,3335,Metalworking Machinery ,11.02385136,9.810662988,20.83451435
Mexico,AL,3,3336,Engines & Turbines ,23.85640211,20.92963522,44.78603732
Mexico,AL,3,3339,Misc. General Purpose Machinery ,29.8631519,25.73278038,55.59593229
Mexico,AL,3,3342,Communications Equipment ,0.078498691,0.024748356,0.103247047
Mexico,AL,3,3343,Audio & Video Equipment ,11.46228551,41.21875077,52.68103628
Mexico,AL,3,3344,Semiconductors & Components ,0.38119302,0.126133466,0.507326486
Mexico,AL,3,3345,Navigational & Meas. Instruments ,2.858089502,0.747220375,3.605309877
Mexico,AL,3,3346,Magnetic & Optical Media ,0.008107066,0.006092324,0.014199389
Mexico,AL,3,3351,Electric Lighting Equipment ,1.264201143,1.000013246,2.264214389
Mexico,AL,3,3352,Household Appliances ,1.793234841,1.30244227,3.095677111
Mexico,AL,3,3353,Electrical Equipment ,11.84965791,8.432514142,20.28217205
Mexico,AL,3,3359,Electrical Equipment & Components ,5.575836386,4.136264901,9.712101288
Mexico,AL,3,3361,Motor Vehicles ,44.31025316,59.59229887,103.902552
Mexico,AL,3,3362,Motor Vehicle Bodies & Trailers ,24.16165244,27.79677761,51.95843005
Mexico,AL,3,3363,Motor Vehicle Parts ,109.8295935,110.643548,220.4731416
Mexico,AL,3,3364,Aerospace Products & Parts ,2.315119195,0.932805655,3.247924851
Mexico,AL,3,3365,Railroad Rolling Stock ,21.86358376,14.74422797,36.60781173
Mexico,AL,3,3369,Misc. Transportation Equipment ,0.063559267,0.048698583,0.11225785
Mexico,AL,3,3371,Household & Institutional Furniture ,2.137849127,2.196179762,4.334028889
