state,district,NAICS4,Description,World,Mexico,Direct Jobs,Indirect Jobs,Total Jobs,Mex_Share
AZ,8,3311,"Iron, Steel & Ferroalloys",3946606,3221162,3,13,15,0.81618535
AZ,8,3352,Household Appliances ,3719765,1649197,5,5,10,0.443360535
AZ,8,3333,Comm. & Serv. Industry Machinery ,2832638,456584,1,2,3,0.161186851
AZ,8,3231,Printed Matter & Related Products ,2640810,1459387,7,6,13,0.55262855
AZ,8,3259,Misc. Chemical Preparations ,2611405,392645,1,1,2,0.150357758
AZ,8,3327,"Bolts, Nuts & Misc. Turned Prods ",2440193,1360417,7,4,11,0.557503853
AZ,8,3371,Household & Institutional Furniture ,2345080,707608,5,3,8,0.301741518
AZ,8,3335,Metalworking Machinery ,2133034,1446639,6,5,12,0.678207192
AZ,8,3255,"Paints, Coatings & Adhesives ",2042991,957435,1,3,4,0.468643768
AZ,8,3325,Hardware ,1995761,1024907,3,4,7,0.513541952
AZ,8,3133,Finished & Coated Textile Fabrics ,1729104,1512960,6,6,11,0.87499653
AZ,8,3119,Misc. Foods ,1596611,105485,0,0,1,0.066068065
AZ,8,3149,Misc. Textile Products ,1451674,952191,4,4,7,0.655926193
AZ,8,3121,Beverages ,1304799,95079,0,0,1,0.072868695
AZ,8,3323,Architectural & Structural Metals ,1122029,310994,1,1,2,0.277171089
AZ,8,3372,Office Furniture & Fixtures ,1012643,45152,0,0,0,0.04458827
AZ,8,3324,"Boilers, Tanks & Containers ",911593,116922,0,0,1,0.128261187
AZ,8,3141,Textile Furnishings ,906361,311129,1,1,2,0.343272714
AZ,8,2122,Metal Ores ,846721,654896,1,1,2,0.773449578
AZ,8,3279,Misc. Nonmetallic Minerals ,835471,611969,2,2,4,0.732483832
AZ,8,3326,Springs & Wire Products ,769633,600102,2,2,5,0.779724882
AZ,8,3219,Misc. Wood Products ,691136,599756,3,3,6,0.867782897
AZ,8,3212,"Veneer, Plywood & Engineered Wood ",657517,606439,2,3,5,0.922316837
AZ,8,3112,Grain & Oilseed Milling Products ,612578,81008,0,0,1,0.132241119
AZ,8,3118,Bakery & Tortilla Products ,527019,167411,1,1,2,0.317656479
AZ,8,3334,HVAC & Refrigeration Equipment ,489360,183821,1,1,1,0.375635524
AZ,8,3351,Electric Lighting Equipment ,463128,59949,0,0,0,0.129443696
AZ,8,3113,Sugar & Confectionery Products ,460320,192811,0,1,1,0.418862965
AZ,8,3271,Clay & Refractory Products ,430560,167296,1,0,1,0.388554441
AZ,8,1141,Marine Products ,356882,55720,0,0,0,0.156130037
AZ,8,3312,Products from Purchased Steel ,335505,294565,0,2,2,0.877974993
AZ,8,3379,Furniture Related Products ,306113,159913,1,1,1,0.522398591
AZ,8,3314,Nonferrous Metal Products,305485,276686,0,1,1,0.905726959
AZ,8,3315,Foundry Products,227522,97152,0,0,1,0.427000466
AZ,8,3114,Preserves & Specialty Foods ,185415,87877,0,0,1,0.473947631
AZ,8,3273,Cement & Concrete Products ,179658,43020,0,0,0,0.239454964
AZ,8,3346,Magnetic & Optical Media ,174053,15314,0,0,0,0.087984694
AZ,8,3111,Animal Foods ,53151,4336,0,0,0,0.081578898
AZ,8,3161,Leather & Hide Tanning ,41391,39013,0,0,0,0.942547897
AZ,8,3211,Sawmill & Wood Products ,35935,35935,0,0,0,1
AZ,8,1133,Timber & Logs ,29571,10093,0,0,0,0.341314125
AZ,8,1132,Forestry Products ,21176,7428,0,0,0,0.350774462
AZ,8,3162,Footwear ,13601,4923,0,0,0,0.36195868
AZ,8,3321,"Crowns, Closures & Seals ",7599,7087,0,0,0,0.932622714
AZ,8,1113,Fruits & Tree Nuts ,6445,4864,0,0,0,0.754693561
AZ,8,3274,Lime & Gypsum Products ,2984,0,0,0,0,0
AZ,8,1111,Oilseeds & Grains ,0,0,0,0,0,0
AZ,8,2123,Nonmetallic Minerals ,0,0,0,0,0,0
AZ,8,3159,Apparel Accessories ,0,0,0,0,0,0
AZ,9,3344,Semiconductors & Components ,2168596557,605868321,1791,916,2706,0.279382681
AZ,9,3364,Aerospace Products & Parts ,291746398,22294255,48,49,97,0.076416556
AZ,9,3345,Navigational & Meas. Instruments ,265586341,54044633,115,90,205,0.203491764
AZ,9,3342,Communications Equipment ,241971317,100829083,167,154,321,0.416698492
AZ,9,3329,Misc. Fabricated Metal Products ,216834859,36497282,120,112,232,0.168318333
AZ,9,3341,Computer Equipment ,133389822,19163538,84,21,105,0.143665669
AZ,9,3261,Plastics Products ,111326814,80095663,235,275,509,0.719464252
AZ,9,3363,Motor Vehicle Parts ,103993139,63199711,128,255,384,0.607729621
AZ,9,3332,Industrial Machinery ,98254492,18800479,53,77,130,0.191344728
AZ,9,3339,Misc. General Purpose Machinery ,90815522,26318775,60,91,151,0.289804809
AZ,9,3399,Misc. Manufactured Commodities ,87041509,9341223,31,39,71,0.107319176
AZ,9,3343,Audio & Video Equipment ,69403088,23592370,72,77,149,0.339932569
AZ,9,3353,Electrical Equipment ,62271366,29183348,98,80,178,0.46864795
AZ,9,3336,Engines & Turbines ,61884655,11169135,20,41,61,0.18048311
AZ,9,3331,Ag. & Construction Machinery ,59130785,21743461,41,84,124,0.367718118
AZ,9,3222,Converted Paper Products ,49643994,47512756,117,174,292,0.95706957
AZ,9,3251,Basic Chemicals ,47025014,14127918,10,48,58,0.300434105
AZ,9,3359,Electrical Equipment & Components ,46604725,28674635,70,73,143,0.615273129
AZ,9,3119,Misc. Foods ,42271114,2749855,5,12,17,0.065052816
AZ,9,3335,Metalworking Machinery ,37088498,24592865,107,91,199,0.663086033
AZ,9,3254,Pharmaceuticals & Medicines ,35196173,2947925,3,6,9,0.083756976
AZ,9,3391,Medical Equipment & Supplies ,33111243,9628624,29,25,54,0.290796211
AZ,9,3327,"Bolts, Nuts & Misc. Turned Prods ",29449732,16150998,81,52,133,0.548425975
AZ,9,3322,Cutlery & Handtools ,29190299,20093742,58,69,127,0.688370544
AZ,9,3116,Meat Products ,28745632,6624520,19,40,58,0.2304531
AZ,9,3361,Motor Vehicles ,26681672,1885040,1,7,8,0.070649246
AZ,9,3121,Beverages ,24108497,1742979,3,7,10,0.07229729
AZ,9,9100,Scrap Products ,22503380,9786341,0,0,0,0.43488316
AZ,9,3333,Comm. & Serv. Industry Machinery ,20897346,3324577,8,12,19,0.159090872
AZ,9,3132,Fabrics ,18957515,17336409,66,64,130,0.914487421
AZ,9,3352,Household Appliances ,17093632,7517085,24,21,45,0.439759379
AZ,9,3115,Dairy Products ,16993365,6898490,10,44,54,0.40595197
AZ,9,3259,Misc. Chemical Preparations ,16435375,2453075,4,8,11,0.149255797
AZ,9,3313,Aluminum,15914651,7686570,16,27,43,0.482987029
AZ,9,3334,HVAC & Refrigeration Equipment ,14507167,5146982,15,16,31,0.354788912
AZ,9,3231,Printed Matter & Related Products ,13477910,7328614,36,28,63,0.543750032
AZ,9,3152,Apparel ,13108024,1442409,5,8,13,0.110040156
AZ,9,3272,Glass & Glass Products ,12973680,6597415,24,19,44,0.508523025
AZ,9,3324,"Boilers, Tanks & Containers ",12110236,1517910,4,5,9,0.125341075
AZ,9,3362,Motor Vehicle Bodies & Trailers ,11971147,9182162,19,46,64,0.767024413
AZ,9,3256,"Soaps, Cleaning Agents & Toiletries ",11931959,3603951,5,7,12,0.302041852
AZ,9,3311,"Iron, Steel & Ferroalloys",11896907,9667352,8,38,45,0.812593727
AZ,9,2111,Oil & Gas ,11848902,11845772,9,9,18,0.999735841
AZ,9,3255,"Paints, Coatings & Adhesives ",11427773,5267616,8,15,23,0.460948603
AZ,9,3149,Misc. Textile Products ,8853746,5716909,22,21,43,0.645705106
AZ,9,3325,Hardware ,8183466,4099628,12,15,26,0.50096475
AZ,9,3372,Office Furniture & Fixtures ,7600536,337569,1,1,3,0.044413841
AZ,9,3112,Grain & Oilseed Milling Products ,7499959,970279,1,6,6,0.129371241
AZ,9,3326,Springs & Wire Products ,6368224,4800816,17,20,37,0.753870467
AZ,9,3133,Finished & Coated Textile Fabrics ,5232567,4538880,17,17,34,0.867428931
AZ,9,3262,Rubber Products ,5048171,4325603,14,14,28,0.856865387
AZ,9,3371,Household & Institutional Furniture ,4979920,1483403,10,6,16,0.297876874
AZ,9,3169,Misc. Leather Products ,3778379,1163614,4,7,11,0.307966459
AZ,9,3279,Misc. Nonmetallic Minerals ,3610494,2599263,7,8,15,0.719918936
AZ,9,3219,Misc. Wood Products ,3561086,3048945,15,13,28,0.85618404
AZ,9,3252,Resins & Synthetic Fibers ,2910773,2399264,2,8,10,0.824270391
AZ,9,3323,Architectural & Structural Metals ,2854670,777280,3,3,6,0.272283662
AZ,9,3118,Bakery & Tortilla Products ,2739094,868861,4,5,9,0.317207442
AZ,9,2122,Metal Ores ,2391315,1844388,2,3,5,0.771286092
AZ,9,3113,Sugar & Confectionery Products ,2363190,964355,2,4,6,0.408073409
AZ,9,3351,Electric Lighting Equipment ,2144972,261555,1,1,2,0.121938655
AZ,9,3253,Pesticides & Fertilizers ,1633821,130011,0,0,0,0.079574813
AZ,9,3369,Misc. Transportation Equipment ,1633163,183075,0,1,1,0.112098425
AZ,9,3141,Textile Furnishings ,1462544,498049,2,2,4,0.34053608
AZ,9,3346,Magnetic & Optical Media ,1444797,112804,0,0,1,0.07807602
AZ,9,3114,Preserves & Specialty Foods ,1329600,615142,2,3,5,0.462651925
AZ,9,3131,"Fibers, Yarns & Threads ",1187229,1161528,4,4,9,0.978352112
AZ,9,3312,Products from Purchased Steel ,1019694,884079,1,5,6,0.867004219
AZ,9,1141,Marine Products ,1011650,156926,0,0,1,0.155118865
AZ,9,3314,Nonferrous Metal Products,950828,829644,1,2,3,0.872548978
AZ,9,3315,Foundry Products,691873,291582,1,1,2,0.421438617
AZ,9,3379,Furniture Related Products ,612594,320019,1,1,2,0.522399828
AZ,9,3271,Clay & Refractory Products ,593348,225908,1,1,2,0.380734409
AZ,9,3273,Cement & Concrete Products ,563108,129003,1,0,1,0.229091045
AZ,9,3241,Petroleum & Coal Products ,334903,223913,0,0,0,0.668590607
AZ,9,3365,Railroad Rolling Stock ,238284,92916,0,0,1,0.389938057
AZ,9,3161,Leather & Hide Tanning ,217375,204885,1,1,2,0.942541691
AZ,9,3366,Ships & Boats ,86601,59783,0,0,0,0.690326902
AZ,9,1133,Timber & Logs ,85221,28424,0,0,0,0.333532815
AZ,9,1132,Forestry Products ,62167,23451,0,0,0,0.377225859
AZ,9,3122,Tobacco Products ,55061,51999,0,0,0,0.94438895
AZ,9,3162,Footwear ,52051,14955,0,0,0,0.287314365
AZ,9,3321,"Crowns, Closures & Seals ",40797,32950,0,0,0,0.807657426
AZ,9,3211,Sawmill & Wood Products ,35935,35935,0,0,0,1
AZ,9,3274,Lime & Gypsum Products ,2984,0,0,0,0,0
AZ,9,3117,Prepared Seafood Products ,2943,2943,0,0,0,1
AZ,9,2123,Nonmetallic Minerals ,733,733,0,0,0,1
AZ,9,1111,Oilseeds & Grains ,0,0,0,0,0,0
AZ,9,1119,Misc. Crops ,0,0,0,0,0,0
AZ,9,2121,Coal & Petroleum Gases ,0,0,0,0,0,0
AZ,9,3159,Apparel Accessories ,0,0,0,0,0,0
AZ,9,3221,Pulp & Paperboard Mill Products ,0,0,0,0,0,0
AZ,9,5112,Software ,0,0,0,0,0,0
CA,1,1113,Fruits & Tree Nuts ,609464714,21337460,148,69,218,0.035010165
CA,1,1119,Misc. Crops ,244655619,6483236,45,21,66,0.026499436
CA,1,3342,Communications Equipment ,244174482,30804199,51,47,98,0.126156504
CA,1,1112,Vegetables & Melons ,187232345,27525472,192,89,281,0.147012377
CA,1,3341,Computer Equipment ,172311762,26705704,117,30,147,0.1549848
CA,1,3112,Grain & Oilseed Milling Products ,139142447,18308701,13,108,121,0.131582428
CA,1,3332,Industrial Machinery ,127563617,2467142,7,10,17,0.019340483
CA,1,3399,Misc. Manufactured Commodities ,127294693,6341665,21,27,48,0.04981877
CA,1,1111,Oilseeds & Grains ,95236435,11343553,79,37,116,0.119109383
CA,1,3241,Petroleum & Coal Products ,92503622,23353012,5,34,39,0.252455109
CA,1,3211,Sawmill & Wood Products ,79307469,64618835,221,341,562,0.814788769
CA,1,3331,Ag. & Construction Machinery ,69970736,21965808,41,84,125,0.313928497
CA,1,3344,Semiconductors & Components ,53769580,13802600,41,21,62,0.256699048
CA,1,3345,Navigational & Meas. Instruments ,47362272,4651467,10,8,18,0.098210386
CA,1,9100,Scrap Products ,34579341,1202423,0,0,0,0.034772872
CA,1,3114,Preserves & Specialty Foods ,31490151,3243726,8,16,24,0.103007636
CA,1,3254,Pharmaceuticals & Medicines ,27425586,1239204,1,2,4,0.045184231
CA,1,3314,Nonferrous Metal Products,24256847,4474401,6,12,19,0.184459299
CA,1,3335,Metalworking Machinery ,23747015,7016348,31,26,57,0.295462314
CA,1,3121,Beverages ,22787872,898865,2,4,5,0.039444885
CA,1,3313,Aluminum,21841804,13224690,27,47,74,0.605476086
CA,1,3339,Misc. General Purpose Machinery ,20976619,4740620,11,16,27,0.225995429
CA,1,3333,Comm. & Serv. Industry Machinery ,19594690,1281741,3,4,7,0.06541267
CA,1,3279,Misc. Nonmetallic Minerals ,19491341,7146839,20,21,41,0.366667383
CA,1,3336,Engines & Turbines ,18686985,7036084,12,26,38,0.376523233
CA,1,1133,Timber & Logs ,17960140,424657,2,3,5,0.023644415
CA,1,3115,Dairy Products ,17627462,3843912,5,25,30,0.218063837
CA,1,3311,"Iron, Steel & Ferroalloys",16099331,9078072,7,35,43,0.563878834
CA,1,3222,Converted Paper Products ,15457300,10829683,27,40,66,0.700619319
CA,1,3359,Electrical Equipment & Components ,14651289,3795475,9,10,19,0.259053999
CA,1,3334,HVAC & Refrigeration Equipment ,13453041,3954402,11,12,23,0.293941125
CA,1,3261,Plastics Products ,12396364,6330066,19,22,40,0.510638926
CA,1,3353,Electrical Equipment ,12351605,4759464,16,13,29,0.385331623
CA,1,1132,Forestry Products ,11942181,971614,3,5,8,0.081359845
CA,1,3361,Motor Vehicles ,11874851,645084,0,3,3,0.054323545
CA,1,3212,"Veneer, Plywood & Engineered Wood ",11252683,8327929,33,40,72,0.740083854
CA,1,3251,Basic Chemicals ,11132778,1221065,1,4,5,0.109681968
CA,1,3364,Aerospace Products & Parts ,10049716,366906,1,1,2,0.036509091
CA,1,3343,Audio & Video Equipment ,9436551,2793394,9,9,18,0.296018535
CA,1,3119,Misc. Foods ,8968781,1610024,3,7,10,0.179514251
CA,1,3132,Fabrics ,8582548,4481774,17,17,34,0.522196206
CA,1,3391,Medical Equipment & Supplies ,8431077,1038851,3,3,6,0.12321688
CA,1,3116,Meat Products ,8322997,1634969,5,10,14,0.196439936
CA,1,3271,Clay & Refractory Products ,8290841,1078752,6,3,9,0.1301137
CA,1,3329,Misc. Fabricated Metal Products ,8156324,2587285,9,8,16,0.317212141
CA,1,1129,Misc. Animal Products ,7829643,617996,3,2,6,0.078930291
CA,1,1114,Greenhouse & Nursery Products,7058711,2760857,19,9,28,0.391127644
CA,1,2121,Coal & Petroleum Gases ,6864803,7382,0,0,0,0.00107534
CA,1,3346,Magnetic & Optical Media ,5824159,1553855,4,5,9,0.266794742
CA,1,3256,"Soaps, Cleaning Agents & Toiletries ",5715357,493461,1,1,2,0.086339489
CA,1,2123,Nonmetallic Minerals ,5611333,2083584,6,4,9,0.371317118
CA,1,3151,Knit Apparel ,5055570,279415,1,2,3,0.055268743
CA,1,3219,Misc. Wood Products ,5014096,1449535,7,6,13,0.289091992
CA,1,3371,Household & Institutional Furniture ,4654335,439666,3,2,5,0.094463763
CA,1,3369,Misc. Transportation Equipment ,4511725,394601,1,1,2,0.087461226
CA,1,3111,Animal Foods ,4499615,321945,0,2,2,0.071549455
CA,1,3152,Apparel ,4174592,1509377,5,9,14,0.361562759
CA,1,3113,Sugar & Confectionery Products ,3974541,369469,1,1,2,0.09295891
CA,1,3363,Motor Vehicle Parts ,3605873,2610035,5,11,16,0.723828876
CA,1,3362,Motor Vehicle Bodies & Trailers ,3299799,1466936,3,7,10,0.444553138
CA,1,3118,Bakery & Tortilla Products ,3234844,604438,3,4,6,0.186852287
CA,1,3352,Household Appliances ,2802576,686107,2,2,4,0.244812986
CA,1,3252,Resins & Synthetic Fibers ,2765550,1669459,1,6,7,0.603662563
CA,1,3221,Pulp & Paperboard Mill Products ,2753725,2188775,3,8,11,0.794841533
CA,1,2122,Metal Ores ,2604136,0,0,0,0,0
CA,1,3272,Glass & Glass Products ,2450983,321342,1,1,2,0.131107397
CA,1,3323,Architectural & Structural Metals ,2303225,488337,2,2,4,0.212023141
CA,1,3259,Misc. Chemical Preparations ,2203400,591796,1,2,3,0.268583099
CA,1,3322,Cutlery & Handtools ,1959105,594401,2,2,4,0.303404361
CA,1,3324,"Boilers, Tanks & Containers ",1782907,386641,1,1,2,0.216859881
CA,1,1125,Aquaculture ,1705866,199492,1,1,2,0.116944707
CA,1,3351,Electric Lighting Equipment ,1633409,268109,1,1,2,0.164140763
CA,1,3255,"Paints, Coatings & Adhesives ",1605767,610352,1,2,3,0.380099977
CA,1,2111,Oil & Gas ,1509176,877117,1,1,1,0.581189338
CA,1,3327,"Bolts, Nuts & Misc. Turned Prods ",1494804,501106,3,2,4,0.33523191
CA,1,1123,Poultry & Eggs,1386810,222585,1,1,2,0.160501439
CA,1,3169,Misc. Leather Products ,1366474,304162,1,2,3,0.222588941
CA,1,3131,"Fibers, Yarns & Threads ",1357206,1258283,5,5,9,0.92711276
CA,1,3231,Printed Matter & Related Products ,1354977,573547,3,2,5,0.423289104
CA,1,3273,Cement & Concrete Products ,1272878,695069,3,2,5,0.546060974
CA,1,3162,Footwear ,1193495,214517,1,1,2,0.179738499
CA,1,1121,Cattle,1160681,156962,1,1,1,0.135232678
CA,1,3326,Springs & Wire Products ,1061908,693834,3,3,5,0.653384286
CA,1,3262,Rubber Products ,1030994,586011,2,2,4,0.56839419
CA,1,3315,Foundry Products,978812,145246,1,0,1,0.148390089
CA,1,3372,Office Furniture & Fixtures ,722853,182585,1,1,1,0.252589392
CA,1,1141,Marine Products ,675809,67827,0,0,0,0.100364156
CA,1,3149,Misc. Textile Products ,670681,297091,1,1,2,0.442969161
CA,1,3133,Finished & Coated Textile Fabrics ,584664,372805,1,1,3,0.637639738
CA,1,3325,Hardware ,501468,291384,1,1,2,0.581062002
CA,1,3321,"Crowns, Closures & Seals ",459688,39243,0,0,0,0.085368772
CA,1,3312,Products from Purchased Steel ,368322,261130,0,2,2,0.708972041
CA,1,3253,Pesticides & Fertilizers ,316362,86204,0,0,0,0.272485317
CA,1,3141,Textile Furnishings ,225306,105661,0,0,1,0.46896665
CA,1,3159,Apparel Accessories ,217011,60963,0,0,1,0.280921244
CA,1,3366,Ships & Boats ,184433,5571,0,0,0,0.030206091
CA,1,3379,Furniture Related Products ,159660,42991,0,0,0,0.26926594
CA,1,3274,Lime & Gypsum Products ,156698,65500,0,0,0,0.418001506
CA,1,3161,Leather & Hide Tanning ,151897,61209,0,0,1,0.402963851
CA,1,3122,Tobacco Products ,106226,31756,0,0,0,0.298947527
CA,1,3365,Railroad Rolling Stock ,66658,0,0,0,0,0
CA,1,1122,Swine,56273,7724,0,0,0,0.137259432
CA,1,3117,Prepared Seafood Products ,52377,12778,0,0,0,0.243962044
CA,1,5112,Software ,0,0,0,0,0,0
CA,2,1113,Fruits & Tree Nuts ,594313284,20807006,145,67,212,0.035010165
CA,2,3254,Pharmaceuticals & Medicines ,376912194,16978950,19,32,52,0.045047495
CA,2,1112,Vegetables & Melons ,268078756,39401704,274,128,402,0.146978092
CA,2,3121,Beverages ,240622915,9460804,18,37,56,0.039317968
CA,2,3345,Navigational & Meas. Instruments ,117872933,11558963,25,19,44,0.098062912
CA,2,3332,Industrial Machinery ,99215863,1919248,5,8,13,0.019344165
CA,2,3251,Basic Chemicals ,97931832,10678653,7,37,44,0.109041695
CA,2,3211,Sawmill & Wood Products ,91485244,74541149,255,394,649,0.814788765
CA,2,3114,Preserves & Specialty Foods ,80435519,8275449,21,41,62,0.102883019
CA,2,3115,Dairy Products ,75058043,16336836,23,105,128,0.217656035
CA,2,3333,Comm. & Serv. Industry Machinery ,70107086,4570785,10,16,26,0.06519719
CA,2,1119,Misc. Crops ,61143016,1621074,11,5,17,0.026512824
CA,2,1141,Marine Products ,59913108,5593569,17,9,26,0.093361356
CA,2,3399,Misc. Manufactured Commodities ,57963710,2891406,10,12,22,0.049883039
CA,2,3391,Medical Equipment & Supplies ,55708897,6802271,21,18,38,0.122103854
CA,2,3339,Misc. General Purpose Machinery ,44952066,10130730,23,35,58,0.225367395
CA,2,3256,"Soaps, Cleaning Agents & Toiletries ",42474437,3610272,5,7,12,0.084998702
CA,2,3344,Semiconductors & Components ,34280872,8809929,26,13,39,0.256992558
CA,2,3271,Clay & Refractory Products ,28073617,3577623,19,9,28,0.127437195
CA,2,3343,Audio & Video Equipment ,24666943,7261502,22,24,46,0.294381918
CA,2,9100,Scrap Products ,22651569,788033,0,0,0,0.034789334
CA,2,3252,Resins & Synthetic Fibers ,21940233,12988852,10,44,54,0.592010668
CA,2,3261,Plastics Products ,21146043,10763619,32,37,68,0.509013388
CA,2,3119,Misc. Foods ,20755780,3700885,7,16,22,0.178306236
CA,2,3116,Meat Products ,19528424,3821054,11,23,34,0.195666276
CA,2,3336,Engines & Turbines ,18651331,7022660,12,26,38,0.376523263
CA,2,3112,Grain & Oilseed Milling Products ,18265874,2414348,2,14,16,0.132178072
CA,2,3363,Motor Vehicle Parts ,17006062,12008460,24,49,73,0.706128203
CA,2,3353,Electrical Equipment ,15593989,6001294,20,16,37,0.384846623
CA,2,1114,Greenhouse & Nursery Products,13096193,5079460,35,16,52,0.387857754
CA,2,3325,Hardware ,12245315,6313146,18,22,40,0.515556031
CA,2,3241,Petroleum & Coal Products ,12015050,3046800,1,4,5,0.253581966
CA,2,3322,Cutlery & Handtools ,9941988,2900860,8,10,18,0.291778666
CA,2,3359,Electrical Equipment & Components ,8254821,2146216,5,5,11,0.259995462
CA,2,3331,Ag. & Construction Machinery ,7937000,2515967,5,10,14,0.316992188
CA,2,3253,Pesticides & Fertilizers ,7729465,1786639,2,4,6,0.231146528
CA,2,3117,Prepared Seafood Products ,6575944,1005690,3,4,7,0.152934697
CA,2,3335,Metalworking Machinery ,6550247,1946683,8,7,16,0.297192304
CA,2,3329,Misc. Fabricated Metal Products ,6546094,2083439,7,6,13,0.318272087
CA,2,3118,Bakery & Tortilla Products ,6163346,1137553,5,7,12,0.184567441
CA,2,1133,Timber & Logs ,6126743,144942,1,1,2,0.023657268
CA,2,3151,Knit Apparel ,5547152,306348,1,2,3,0.055226177
CA,2,3259,Misc. Chemical Preparations ,5496606,1447871,2,4,7,0.263411822
CA,2,1129,Misc. Animal Products ,5091703,406307,2,2,4,0.079797859
CA,2,3113,Sugar & Confectionery Products ,4805625,445161,1,2,3,0.09263332
CA,2,1111,Oilseeds & Grains ,4405341,531181,4,2,5,0.120576591
CA,2,3334,HVAC & Refrigeration Equipment ,4380140,1305128,4,4,8,0.297964905
CA,2,3255,"Paints, Coatings & Adhesives ",4371287,1611974,2,4,7,0.368764165
CA,2,3342,Communications Equipment ,4048816,522623,1,1,2,0.129080452
CA,2,3219,Misc. Wood Products ,3975298,1159190,6,5,11,0.291598265
CA,2,3326,Springs & Wire Products ,3791669,2378914,9,10,18,0.627405504
CA,2,3212,"Veneer, Plywood & Engineered Wood ",3645153,2718146,11,13,24,0.745687767
CA,2,3341,Computer Equipment ,3379124,537240,2,1,3,0.158987951
CA,2,3371,Household & Institutional Furniture ,3344427,319287,2,1,3,0.095468372
CA,2,3324,"Boilers, Tanks & Containers ",3269854,698163,2,2,4,0.213515038
CA,2,3111,Animal Foods ,3234338,232583,0,1,1,0.071910542
CA,2,3272,Glass & Glass Products ,3062600,399626,1,1,3,0.130485862
CA,2,1132,Forestry Products ,3011909,247284,1,1,2,0.082102082
CA,2,3313,Aluminum,2971541,1815779,4,6,10,0.611056351
CA,2,3141,Textile Furnishings ,2902352,1141388,4,4,9,0.393263119
CA,2,3222,Converted Paper Products ,2479745,1783947,4,7,11,0.719407439
CA,2,3152,Apparel ,2308448,849059,3,5,8,0.367805123
CA,2,3311,"Iron, Steel & Ferroalloys",2135153,1229547,1,5,6,0.575858967
CA,2,3314,Nonferrous Metal Products,2131007,401141,1,1,2,0.188240114
CA,2,2121,Coal & Petroleum Gases ,2051217,1687,0,0,0,0.000822439
CA,2,3369,Misc. Transportation Equipment ,2015580,179439,0,1,1,0.089025988
CA,2,3352,Household Appliances ,1765192,440072,1,1,3,0.249305458
CA,2,3231,Printed Matter & Related Products ,1741073,728983,4,3,6,0.41869755
CA,2,3279,Misc. Nonmetallic Minerals ,1699419,645942,2,2,4,0.380095786
CA,2,3262,Rubber Products ,1627127,907049,3,3,6,0.557454335
CA,2,3149,Misc. Textile Products ,1508433,643410,2,2,5,0.426541981
CA,2,3372,Office Furniture & Fixtures ,1387460,336804,1,1,3,0.24274862
CA,2,3364,Aerospace Products & Parts ,1360902,52076,0,0,0,0.038265797
CA,2,3361,Motor Vehicles ,1156272,64610,0,0,0,0.055877856
CA,2,2123,Nonmetallic Minerals ,1076503,416827,1,1,2,0.38720468
CA,2,1125,Aquaculture ,1044589,129696,1,0,1,0.124159837
CA,2,3132,Fabrics ,1015399,559407,2,2,4,0.550923332
CA,2,3122,Tobacco Products ,953930,235992,0,1,1,0.247389221
CA,2,3351,Electric Lighting Equipment ,946336,159583,1,0,1,0.168632494
CA,2,2122,Metal Ores ,748940,0,0,0,0,0
CA,2,3273,Cement & Concrete Products ,701719,392873,2,1,3,0.559872257
CA,2,3221,Pulp & Paperboard Mill Products ,675139,553735,1,2,3,0.820179252
CA,2,1121,Cattle,616430,83866,0,0,1,0.136051133
CA,2,3323,Architectural & Structural Metals ,590907,133366,1,1,1,0.225697106
CA,2,1123,Poultry & Eggs,542518,89250,0,0,1,0.164510671
CA,2,3327,"Bolts, Nuts & Misc. Turned Prods ",434441,154440,1,0,1,0.35549131
CA,2,2111,Oil & Gas ,420400,244609,0,0,0,0.58184824
CA,2,3162,Footwear ,382149,75471,0,0,1,0.197491031
CA,2,3362,Motor Vehicle Bodies & Trailers ,350376,164390,0,1,1,0.469181679
CA,2,3169,Misc. Leather Products ,345060,82137,0,0,1,0.238036863
CA,2,3274,Lime & Gypsum Products ,291098,119988,0,0,1,0.412191083
CA,2,3346,Magnetic & Optical Media ,286712,88089,0,0,1,0.307238623
CA,2,3321,"Crowns, Closures & Seals ",286057,24995,0,0,0,0.08737769
CA,2,3131,"Fibers, Yarns & Threads ",184589,178162,1,1,1,0.965182107
CA,2,3159,Apparel Accessories ,83061,28335,0,0,0,0.341134829
CA,2,3315,Foundry Products,77149,16702,0,0,0,0.216490168
CA,2,3161,Leather & Hide Tanning ,61445,27758,0,0,0,0.451753601
CA,2,3133,Finished & Coated Textile Fabrics ,33459,33459,0,0,0,1
CA,2,1122,Swine,19359,2328,0,0,0,0.120254145
CA,2,3312,Products from Purchased Steel ,18682,18682,0,0,0,1
CA,2,3365,Railroad Rolling Stock ,10570,0,0,0,0,0
CA,2,3379,Furniture Related Products ,3065,0,0,0,0,0
CA,2,3366,Ships & Boats ,1888,0,0,0,0,0
CA,2,5112,Software ,0,0,0,0,0,0
CA,3,1113,Fruits & Tree Nuts ,807323073,28263941,197,92,288,0.035009455
CA,3,3254,Pharmaceuticals & Medicines ,373955416,16845833,19,32,51,0.045047704
CA,3,3112,Grain & Oilseed Milling Products ,305561027,40196405,28,238,266,0.131549515
CA,3,3362,Motor Vehicle Bodies & Trailers ,281746808,122783348,248,612,860,0.435793218
CA,3,1111,Oilseeds & Grains ,135473214,16134126,112,52,165,0.119094584
