,COMMODITY_ID,COMMODITY,IMP_TOT,IMP_MEX,EXP_TOT,EXP_MEX,MEX_BOT,SHARE_IMP,SHARE_EXP,TOT_BOT
71,01,LIVE ANIMALS,3299184186,765209383,1279591184.0,189178587.0,-576030796.0,23.193897032094952,14.78429902968134,-2019593002.0
72,02,MEAT AND EDIBLE MEAT OFFAL,11801527694,2097401184,22124261969.0,3705597834.0,1608196650.0,17.772285405611825,16.749023489200216,10322734275.0
73,03,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",22203619612,595026170,4854294337.0,40358599.0,-554667571.0,2.679861123536888,0.8313999151716456,-17349325275.0
74,04,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,3163207273,133737136,6483004871.0,1869850150.0,1736113014.0,4.22789670286649,28.84233757658085,3319797598.0
75,05,"PRODUCTS OF ANIMAL ORIGIN, NESOI",1126207500,81524628,1241815179.0,208788214.0,127263586.0,7.238863886095591,16.81314720022439,115607679.0
76,06,"LIVE TREES, PLANTS, BULBS ETC.; CUT FLOWERS ETC.",3056615316,94496365,520813784.0,93930739.0,-565626.0,3.091536069499954,18.035378840894886,-2535801532.0
77,07,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,12742354261,8096312658,4927468560.0,481519371.0,-7614793287.0,63.53859335695956,9.772144969302452,-7814885701.0
78,08,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,20568023109,9477385507,15061749815.0,1119369081.0,-8358016426.0,46.078251938821275,7.431866116148206,-5506273294.0
79,09,"COFFEE, TEA, MATE & SPICES",9118233838,382489206,1096175314.0,49345556.0,-333143650.0,4.194772943922389,4.501611682891812,-8022058524.0
80,10,CEREALS,2201304217,14498852,30352566753.0,6441438874.0,6426940022.0,0.6586482635171366,21.22205652793215,28151262536.0
0,11,MILLING PRODUCTS; MALT; STARCH; INULIN; WHT GLUTEN,2112849099,160631121,1045682234.0,536613666.0,375982545.0,7.602583690242046,51.31708740496781,-1067166865.0
1,12,"OIL SEEDS ETC.; MISC GRAIN, SEED, FRUIT, PLANT ETC",2769739566,113600539,33042607568.0,3053940745.0,2940340206.0,4.101488110813953,9.242432634032124,30272868002.0
2,13,"LAC; GUMS, RESINS & OTHER VEGETABLE SAP & EXTRACT",1781763904,66847935,634678745.0,72987481.0,6139546.0,3.7517841084292165,11.499909454191663,-1147085159.0
3,14,VEGETABLE PLAITING MATERIALS & PRODUCTS NESOI,185031665,66381631,32505731.0,2453775.0,-63927856.0,35.8758221194194,7.54874578885797,-152525934.0
4,15,"ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS ETC",9918170239,288013559,4279474769.0,807165597.0,519152038.0,2.903898118903825,18.86132389065617,-5638695470.0
5,16,"PREP OF MEAT,OF FISH,OF CRUSTACEANS ETC,OF INSECTS",7076745589,157298254,2341858437.0,383983775.0,226685521.0,2.2227484656860113,16.396540838390568,-4734887152.0
6,17,SUGARS AND SUGAR CONFECTIONARY,5046253255,1609407558,2068251072.0,636810287.0,-972597271.0,31.893119046400297,30.78979605624979,-2978002183.0
7,18,COCOA AND COCOA PREPARATIONS,5649553279,523236372,1979976027.0,283026077.0,-240210295.0,9.261553014198947,14.294419383896914,-3669577252.0
8,19,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",10528565697,1952596425,4356777719.0,444534877.0,-1508061548.0,18.545702056609393,10.20329485852294,-6171787978.0
9,20,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",10132775812,1629371901,5005346859.0,672464021.0,-956907880.0,16.08021268042242,13.43491350236513,-5127428953.0
10,21,MISCELLANEOUS EDIBLE PREPARATIONS,10723703810,702415042,10487862122.0,1416342377.0,713927335.0,6.550116027495914,13.504586163742477,-235841688.0
11,22,"BEVERAGES, SPIRITS AND VINEGAR",29669908493,9482430071,8460677261.0,433517777.0,-9048912294.0,31.959755026670145,5.123913412917028,-21209231232.0
12,23,FOOD INDUSTRY RESIDUES & WASTE; PREP ANIMAL FEED,4399598665,78552951,13119395636.0,1954619009.0,1876066058.0,1.7854571969236652,14.898697037815287,8719796971.0
13,24,TOBACCO & SUBS;PROD FOR INHAL W/O COMBUST;NIC PROD,2516295645,121389284,1166032288.0,82495883.0,-38893401.0,4.824126459114863,7.0749226971663415,-1350263357.0
14,25,SALT; SULFUR; EARTH & STONE; LIME & CEMENT PLASTER,4421132923,469125019,2832298060.0,365648363.0,-103476656.0,10.610968436607667,12.909953516686024,-1588834863.0
15,26,"ORES, SLAG AND ASH",3120075030,128196226,8488979993.0,1806383388.0,1678187162.0,4.108754589789465,21.27915708942112,5368904963.0
16,27,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",216177063519,15912900173,240348491463.0,42229123795.0,26316223622.0,7.361049277830254,17.569955832862334,24171427944.0
17,28,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT COMPD,13113566719,723935641,13499058942.0,2415075049.0,1691139408.0,5.520509076688521,17.890691931760585,385492223.0
